link_id,user_id,device_id,is_primary,first_seen_at,last_seen_at
udl_000302,usr_000187,dev_000302,1,2025-12-25T08:10:57,2026-01-31T00:00:00
udl_000303,usr_000188,dev_000303,1,2025-12-16T20:52:21,2026-01-31T00:00:00
udl_000304,usr_000189,dev_000304,1,2026-01-01T16:56:35,2026-01-31T00:00:00
udl_000305,usr_000190,dev_000305,1,2025-12-31T23:24:10,2026-01-31T00:00:00
udl_000306,usr_000190,dev_000306,0,2025-12-12T18:43:30,2026-01-31T00:00:00
udl_000307,usr_000190,dev_000307,0,2025-12-31T09:47:05,2026-01-31T00:00:00
udl_000308,usr_000191,dev_000308,1,2025-12-31T19:17:57,2026-01-31T00:00:00
udl_000309,usr_000192,dev_000309,1,2025-12-13T20:28:43,2026-01-31T00:00:00
udl_000310,usr_000192,dev_000310,0,2025-12-19T16:52:17,2026-01-31T00:00:00
udl_000311,usr_000192,dev_000311,0,2025-12-21T18:41:58,2026-01-31T00:00:00
udl_000312,usr_000193,dev_000312,1,2025-12-25T04:51:18,2026-01-31T00:00:00
udl_000313,usr_000194,dev_000313,1,2025-12-16T11:21:35,2026-01-31T00:00:00
udl_000314,usr_000195,dev_000314,1,2026-01-01T15:18:41,2026-01-31T00:00:00
udl_000315,usr_000195,dev_000315,0,2025-12-22T08:57:10,2026-01-31T00:00:00
udl_000316,usr_000196,dev_000316,1,2026-01-01T16:52:11,2026-01-31T00:00:00
udl_000317,usr_000197,dev_000317,1,2025-12-26T04:14:57,2026-01-31T00:00:00
udl_000318,usr_000198,dev_000318,1,2025-12-15T12:31:48,2026-01-31T00:00:00
udl_000319,usr_000198,dev_000319,0,2025-12-31T13:37:48,2026-01-31T00:00:00
udl_000320,usr_000199,dev_000320,1,2025-12-14T14:18:37,2026-01-31T00:00:00
udl_000321,usr_000199,dev_000321,0,2025-12-28T17:20:13,2026-01-31T00:00:00
udl_000322,usr_000200,dev_000322,1,2025-12-17T17:00:31,2026-01-31T00:00:00
udl_000323,usr_000200,dev_000323,0,2025-12-22T12:21:48,2026-01-31T00:00:00
udl_000324,usr_000201,dev_000324,1,2025-12-12T19:10:18,2026-01-31T00:00:00
udl_000325,usr_000202,dev_000325,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000326,usr_000203,dev_000326,1,2025-12-21T14:19:49,2026-01-31T00:00:00
udl_000327,usr_000204,dev_000327,1,2025-12-24T18:21:44,2026-01-31T00:00:00
udl_000328,usr_000205,dev_000328,1,2025-12-25T09:47:15,2026-01-31T00:00:00
udl_000329,usr_000205,dev_000329,0,2025-12-15T11:10:41,2026-01-31T00:00:00
udl_000330,usr_000206,dev_000330,1,2025-12-28T16:29:05,2026-01-31T00:00:00
udl_000331,usr_000207,dev_000331,1,2025-12-21T14:13:58,2026-01-31T00:00:00
udl_000332,usr_000207,dev_000332,0,2025-12-21T10:52:36,2026-01-31T00:00:00
udl_000333,usr_000207,dev_000333,0,2025-12-24T22:29:05,2026-01-31T00:00:00
udl_000334,usr_000208,dev_000334,1,2025-12-15T17:36:34,2026-01-31T00:00:00
udl_000335,usr_000209,dev_000335,1,2025-12-29T00:56:39,2026-01-31T00:00:00
udl_000336,usr_000209,dev_000336,0,2025-12-21T12:03:13,2026-01-31T00:00:00
udl_000337,usr_000210,dev_000337,1,2025-12-26T18:10:59,2026-01-31T00:00:00
udl_000338,usr_000211,dev_000338,1,2025-12-15T14:07:50,2026-01-31T00:00:00
udl_000339,usr_000211,dev_000339,0,2025-12-14T18:58:21,2026-01-31T00:00:00
udl_000340,usr_000212,dev_000340,1,2025-12-31T15:38:14,2026-01-31T00:00:00
udl_000341,usr_000213,dev_000341,1,2025-12-24T14:55:11,2026-01-31T00:00:00
udl_000342,usr_000214,dev_000342,1,2025-12-17T13:00:34,2026-01-31T00:00:00
udl_000343,usr_000215,dev_000343,1,2025-12-16T08:59:52,2026-01-31T00:00:00
udl_000344,usr_000216,dev_000344,1,2025-12-15T20:18:30,2026-01-31T00:00:00
udl_000345,usr_000216,dev_000345,0,2026-01-01T15:59:39,2026-01-31T00:00:00
udl_000346,usr_000217,dev_000346,1,2025-12-12T13:11:36,2026-01-31T00:00:00
udl_000347,usr_000218,dev_000347,1,2025-12-27T22:39:10,2026-01-31T00:00:00
udl_000348,usr_000219,dev_000348,1,2025-12-15T13:20:29,2026-01-31T00:00:00
udl_000349,usr_000219,dev_000349,0,2025-12-24T09:10:23,2026-01-31T00:00:00
udl_000350,usr_000220,dev_000350,1,2025-12-25T17:11:57,2026-01-31T00:00:00
udl_000351,usr_000220,dev_000351,0,2025-12-12T12:52:22,2026-01-31T00:00:00
udl_000352,usr_000220,dev_000352,0,2025-12-29T20:00:11,2026-01-31T00:00:00
udl_000353,usr_000221,dev_000353,1,2025-12-23T15:19:00,2026-01-31T00:00:00
udl_000354,usr_000221,dev_000354,0,2025-12-23T19:08:47,2026-01-31T00:00:00
udl_000355,usr_000222,dev_000355,1,2025-12-17T16:57:48,2026-01-31T00:00:00
udl_000356,usr_000223,dev_000356,1,2025-12-14T21:52:40,2026-01-31T00:00:00
udl_000357,usr_000223,dev_000357,0,2025-12-21T22:19:12,2026-01-31T00:00:00
udl_000358,usr_000224,dev_000358,1,2025-12-15T23:55:01,2026-01-31T00:00:00
udl_000359,usr_000224,dev_000359,0,2025-12-19T20:04:51,2026-01-31T00:00:00
udl_000360,usr_000225,dev_000360,1,2025-12-22T19:52:43,2026-01-31T00:00:00
udl_000361,usr_000225,dev_000361,0,2025-12-31T02:44:01,2026-01-31T00:00:00
udl_000362,usr_000225,dev_000362,0,2025-12-15T17:50:42,2026-01-31T00:00:00
udl_000363,usr_000225,dev_000363,0,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000364,usr_000226,dev_000364,1,2025-12-22T10:31:25,2026-01-31T00:00:00
udl_000365,usr_000227,dev_000365,1,2025-12-26T21:01:50,2026-01-31T00:00:00
udl_000366,usr_000227,dev_000366,0,2025-12-14T21:00:54,2026-01-31T00:00:00
udl_000367,usr_000228,dev_000367,1,2025-12-15T17:57:33,2026-01-31T00:00:00
udl_000368,usr_000228,dev_000368,0,2025-12-28T17:46:47,2026-01-31T00:00:00
udl_000369,usr_000229,dev_000369,1,2025-12-22T14:07:31,2026-01-31T00:00:00
udl_000370,usr_000229,dev_000370,0,2025-12-26T23:06:25,2026-01-31T00:00:00
udl_000371,usr_000229,dev_000371,0,2025-12-15T14:27:51,2026-01-31T00:00:00
udl_000372,usr_000230,dev_000372,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000373,usr_000230,dev_000373,0,2025-12-25T15:55:13,2026-01-31T00:00:00
udl_000374,usr_000230,dev_000374,0,2025-12-26T10:27:37,2026-01-31T00:00:00
udl_000375,usr_000231,dev_000375,1,2025-12-27T21:29:58,2026-01-31T00:00:00
udl_000376,usr_000231,dev_000376,0,2025-12-27T14:12:00,2026-01-31T00:00:00
udl_000377,usr_000232,dev_000377,1,2025-12-27T09:45:39,2026-01-31T00:00:00
udl_000378,usr_000232,dev_000378,0,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000379,usr_000233,dev_000379,1,2025-12-16T11:32:02,2026-01-31T00:00:00
udl_000380,usr_000233,dev_000380,0,2025-12-31T15:58:54,2026-01-31T00:00:00
udl_000381,usr_000234,dev_000381,1,2025-12-23T08:19:25,2026-01-31T00:00:00
udl_000382,usr_000234,dev_000382,0,2025-12-21T07:44:56,2026-01-31T00:00:00
udl_000383,usr_000235,dev_000383,1,2025-12-18T18:58:03,2026-01-31T00:00:00
udl_000384,usr_000236,dev_000384,1,2025-12-26T11:15:49,2026-01-31T00:00:00
udl_000385,usr_000236,dev_000385,0,2025-12-16T21:33:04,2026-01-31T00:00:00
udl_000386,usr_000237,dev_000386,1,2025-12-30T02:08:42,2026-01-31T00:00:00
udl_000387,usr_000238,dev_000387,1,2025-12-28T08:28:41,2026-01-31T00:00:00
udl_000388,usr_000238,dev_000388,0,2025-12-30T17:20:36,2026-01-31T00:00:00
udl_000389,usr_000238,dev_000389,0,2025-12-31T21:18:01,2026-01-31T00:00:00
udl_000390,usr_000239,dev_000390,1,2025-12-21T11:03:55,2026-01-31T00:00:00
udl_000391,usr_000240,dev_000391,1,2025-12-18T23:35:01,2026-01-31T00:00:00
udl_000392,usr_000241,dev_000392,1,2025-12-23T13:23:14,2026-01-31T00:00:00
udl_000393,usr_000241,dev_000393,0,2025-12-25T17:32:12,2026-01-31T00:00:00
udl_000394,usr_000242,dev_000394,1,2025-12-13T17:46:50,2026-01-31T00:00:00
udl_000395,usr_000243,dev_000395,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000396,usr_000244,dev_000396,1,2025-12-20T01:25:22,2026-01-31T00:00:00
udl_000397,usr_000244,dev_000397,0,2025-12-17T20:07:44,2026-01-31T00:00:00
udl_000398,usr_000245,dev_000398,1,2025-12-26T21:08:30,2026-01-31T00:00:00
udl_000399,usr_000245,dev_000399,0,2025-12-16T23:20:53,2026-01-31T00:00:00
udl_000400,usr_000246,dev_000400,1,2025-12-30T17:08:58,2026-01-31T00:00:00
udl_000401,usr_000246,dev_000401,0,2025-12-19T22:58:35,2026-01-31T00:00:00
udl_000402,usr_000247,dev_000402,1,2025-12-18T12:27:56,2026-01-31T00:00:00
udl_000403,usr_000248,dev_000403,1,2025-12-17T08:25:36,2026-01-31T00:00:00
udl_000404,usr_000248,dev_000404,0,2025-12-12T15:32:43,2026-01-31T00:00:00
udl_000405,usr_000249,dev_000405,1,2025-12-22T14:48:25,2026-01-31T00:00:00
udl_000406,usr_000250,dev_000406,1,2025-12-19T08:43:46,2026-01-31T00:00:00
udl_000407,usr_000250,dev_000407,0,2025-12-25T19:34:36,2026-01-31T00:00:00
udl_000408,usr_000251,dev_000408,1,2025-12-31T16:19:23,2026-01-31T00:00:00
udl_000409,usr_000251,dev_000409,0,2025-12-15T14:27:31,2026-01-31T00:00:00
udl_000410,usr_000252,dev_000410,1,2025-12-21T18:10:46,2026-01-31T00:00:00
udl_000411,usr_000253,dev_000411,1,2025-12-24T14:59:01,2026-01-31T00:00:00
udl_000412,usr_000253,dev_000412,0,2025-12-27T23:14:25,2026-01-31T00:00:00
udl_000413,usr_000253,dev_000413,0,2025-12-31T08:30:59,2026-01-31T00:00:00
udl_000414,usr_000254,dev_000414,1,2025-12-22T22:39:46,2026-01-31T00:00:00
udl_000415,usr_000254,dev_000415,0,2025-12-26T11:20:10,2026-01-31T00:00:00
udl_000416,usr_000255,dev_000416,1,2025-12-26T23:55:48,2026-01-31T00:00:00
udl_000417,usr_000256,dev_000417,1,2025-12-17T08:51:44,2026-01-31T00:00:00
udl_000418,usr_000256,dev_000418,0,2025-12-13T18:19:44,2026-01-31T00:00:00
udl_000419,usr_000257,dev_000419,1,2025-12-31T19:20:35,2026-01-31T00:00:00
udl_000420,usr_000257,dev_000420,0,2025-12-15T19:45:12,2026-01-31T00:00:00
udl_000421,usr_000258,dev_000421,1,2025-12-21T17:37:34,2026-01-31T00:00:00
udl_000422,usr_000258,dev_000422,0,2025-12-17T21:30:40,2026-01-31T00:00:00
udl_000423,usr_000259,dev_000423,1,2025-12-19T12:27:20,2026-01-31T00:00:00
udl_000424,usr_000259,dev_000424,0,2025-12-17T15:55:54,2026-01-31T00:00:00
udl_000425,usr_000260,dev_000425,1,2025-12-31T19:29:02,2026-01-31T00:00:00
udl_000426,usr_000260,dev_000426,0,2025-12-17T11:42:57,2026-01-31T00:00:00
udl_000427,usr_000261,dev_000427,1,2026-01-01T12:18:00,2026-01-31T00:00:00
udl_000428,usr_000262,dev_000428,1,2025-12-31T04:21:21,2026-01-31T00:00:00
udl_000429,usr_000262,dev_000429,0,2025-12-29T15:51:39,2026-01-31T00:00:00
udl_000430,usr_000263,dev_000430,1,2025-12-30T15:16:29,2026-01-31T00:00:00
udl_000431,usr_000263,dev_000431,0,2025-12-14T22:28:58,2026-01-31T00:00:00
udl_000432,usr_000264,dev_000432,1,2025-12-12T20:20:48,2026-01-31T00:00:00
udl_000433,usr_000265,dev_000433,1,2025-12-25T19:33:41,2026-01-31T00:00:00
udl_000434,usr_000265,dev_000434,0,2025-12-22T12:01:46,2026-01-31T00:00:00
udl_000435,usr_000266,dev_000435,1,2025-12-19T07:43:09,2026-01-31T00:00:00
udl_000436,usr_000266,dev_000436,0,2025-12-13T12:53:07,2026-01-31T00:00:00
udl_000437,usr_000267,dev_000437,1,2025-12-12T01:30:24,2026-01-31T00:00:00
udl_000438,usr_000267,dev_000438,0,2025-12-25T11:19:38,2026-01-31T00:00:00
udl_000439,usr_000267,dev_000439,0,2025-12-18T07:50:02,2026-01-31T00:00:00
udl_000440,usr_000267,dev_000440,0,2025-12-28T09:46:16,2026-01-31T00:00:00
udl_000441,usr_000268,dev_000441,1,2025-12-27T11:32:41,2026-01-31T00:00:00
udl_000442,usr_000268,dev_000442,0,2025-12-25T16:54:50,2026-01-31T00:00:00
udl_000443,usr_000269,dev_000443,1,2025-12-31T12:58:09,2026-01-31T00:00:00
udl_000444,usr_000269,dev_000444,0,2025-12-27T17:15:13,2026-01-31T00:00:00
udl_000445,usr_000269,dev_000445,0,2025-12-21T18:12:20,2026-01-31T00:00:00
udl_000446,usr_000269,dev_000446,0,2025-12-27T17:22:05,2026-01-31T00:00:00
udl_000447,usr_000270,dev_000447,1,2025-12-27T13:21:56,2026-01-31T00:00:00
udl_000448,usr_000271,dev_000448,1,2025-12-17T09:36:29,2026-01-31T00:00:00
udl_000449,usr_000272,dev_000449,1,2025-12-14T18:57:03,2026-01-31T00:00:00
udl_000450,usr_000273,dev_000450,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000451,usr_000273,dev_000451,0,2025-12-13T23:46:33,2026-01-31T00:00:00
udl_000452,usr_000274,dev_000452,1,2025-12-12T08:08:42,2026-01-31T00:00:00
udl_000453,usr_000274,dev_000453,0,2025-12-29T11:45:12,2026-01-31T00:00:00
udl_000454,usr_000275,dev_000454,1,2025-12-21T12:50:59,2026-01-31T00:00:00
udl_000455,usr_000275,dev_000455,0,2025-12-24T22:21:02,2026-01-31T00:00:00
udl_000456,usr_000276,dev_000456,1,2025-12-24T11:26:41,2026-01-31T00:00:00
udl_000457,usr_000276,dev_000457,0,2025-12-18T11:59:17,2026-01-31T00:00:00
udl_000458,usr_000277,dev_000458,1,2025-12-27T11:52:36,2026-01-31T00:00:00
udl_000459,usr_000278,dev_000459,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000460,usr_000279,dev_000460,1,2025-12-20T07:45:40,2026-01-31T00:00:00
udl_000461,usr_000279,dev_000461,0,2026-01-01T10:27:16,2026-01-31T00:00:00
udl_000462,usr_000280,dev_000462,1,2025-12-18T16:38:10,2026-01-31T00:00:00
udl_000463,usr_000281,dev_000463,1,2025-12-25T13:59:47,2026-01-31T00:00:00
udl_000464,usr_000281,dev_000464,0,2025-12-24T20:39:36,2026-01-31T00:00:00
udl_000465,usr_000282,dev_000465,1,2025-12-22T07:38:32,2026-01-31T00:00:00
udl_000466,usr_000282,dev_000466,0,2025-12-15T22:49:10,2026-01-31T00:00:00
udl_000467,usr_000283,dev_000467,1,2025-12-17T00:53:37,2026-01-31T00:00:00
udl_000468,usr_000283,dev_000468,0,2025-12-15T13:37:29,2026-01-31T00:00:00
udl_000469,usr_000284,dev_000469,1,2025-12-22T20:29:13,2026-01-31T00:00:00
udl_000470,usr_000284,dev_000470,0,2025-12-12T23:47:37,2026-01-31T00:00:00
udl_000471,usr_000284,dev_000471,0,2025-12-28T10:25:02,2026-01-31T00:00:00
udl_000472,usr_000285,dev_000472,1,2025-12-24T10:01:12,2026-01-31T00:00:00
udl_000473,usr_000286,dev_000473,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000474,usr_000286,dev_000474,0,2025-12-14T01:51:22,2026-01-31T00:00:00
udl_000475,usr_000287,dev_000475,1,2025-12-29T21:52:01,2026-01-31T00:00:00
udl_000476,usr_000288,dev_000476,1,2025-12-30T19:53:21,2026-01-31T00:00:00
udl_000477,usr_000288,dev_000477,0,2025-12-20T13:44:13,2026-01-31T00:00:00
udl_000478,usr_000289,dev_000478,1,2025-12-25T17:06:34,2026-01-31T00:00:00
udl_000479,usr_000289,dev_000479,0,2025-12-12T02:42:33,2026-01-31T00:00:00
udl_000480,usr_000290,dev_000480,1,2025-12-24T09:00:30,2026-01-31T00:00:00
udl_000481,usr_000290,dev_000481,0,2025-12-13T15:54:33,2026-01-31T00:00:00
udl_000482,usr_000290,dev_000482,0,2025-12-19T23:10:24,2026-01-31T00:00:00
udl_000483,usr_000290,dev_000483,0,2025-12-30T14:02:20,2026-01-31T00:00:00
udl_000484,usr_000291,dev_000484,1,2025-12-30T11:29:17,2026-01-31T00:00:00
udl_000485,usr_000291,dev_000485,0,2025-12-16T20:10:25,2026-01-31T00:00:00
udl_000486,usr_000292,dev_000486,1,2025-12-22T21:19:21,2026-01-31T00:00:00
udl_000487,usr_000292,dev_000487,0,2025-12-21T07:09:58,2026-01-31T00:00:00
udl_000488,usr_000293,dev_000488,1,2025-12-24T07:25:16,2026-01-31T00:00:00
udl_000489,usr_000293,dev_000489,0,2025-12-24T11:48:35,2026-01-31T00:00:00
udl_000490,usr_000294,dev_000490,1,2025-12-20T02:07:49,2026-01-31T00:00:00
udl_000491,usr_000295,dev_000491,1,2025-12-26T16:47:22,2026-01-31T00:00:00
udl_000492,usr_000296,dev_000492,1,2025-12-25T08:59:26,2026-01-31T00:00:00
udl_000493,usr_000296,dev_000493,0,2025-12-23T17:41:13,2026-01-31T00:00:00
udl_000494,usr_000297,dev_000494,1,2025-12-12T21:36:16,2026-01-31T00:00:00
udl_000495,usr_000298,dev_000495,1,2025-12-15T04:50:00,2026-01-31T00:00:00
udl_000496,usr_000298,dev_000496,0,2025-12-26T13:08:23,2026-01-31T00:00:00
udl_000497,usr_000299,dev_000497,1,2025-12-30T14:11:36,2026-01-31T00:00:00
udl_000498,usr_000300,dev_000498,1,2025-12-27T13:17:04,2026-01-31T00:00:00
udl_000499,usr_000301,dev_000499,1,2025-12-29T01:12:00,2026-01-31T00:00:00
udl_000500,usr_000302,dev_000500,1,2025-12-31T03:42:08,2026-01-31T00:00:00
udl_000501,usr_000303,dev_000501,1,2025-12-15T08:51:38,2026-01-31T00:00:00
udl_000502,usr_000303,dev_000502,0,2025-12-26T17:07:50,2026-01-31T00:00:00
udl_000503,usr_000304,dev_000503,1,2025-12-24T11:21:57,2026-01-31T00:00:00
udl_000504,usr_000304,dev_000504,0,2025-12-17T15:03:48,2026-01-31T00:00:00
udl_000505,usr_000305,dev_000505,1,2025-12-13T17:38:14,2026-01-31T00:00:00
udl_000506,usr_000306,dev_000506,1,2025-12-30T12:53:50,2026-01-31T00:00:00
udl_000507,usr_000307,dev_000507,1,2025-12-26T17:53:41,2026-01-31T00:00:00
udl_000508,usr_000308,dev_000508,1,2025-12-20T12:47:49,2026-01-31T00:00:00
udl_000509,usr_000308,dev_000509,0,2025-12-19T12:15:52,2026-01-31T00:00:00
udl_000510,usr_000309,dev_000510,1,2025-12-22T14:03:51,2026-01-31T00:00:00
udl_000511,usr_000309,dev_000511,0,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000512,usr_000310,dev_000512,1,2025-12-22T20:22:31,2026-01-31T00:00:00
udl_000513,usr_000310,dev_000513,0,2025-12-19T10:07:47,2026-01-31T00:00:00
udl_000514,usr_000311,dev_000514,1,2025-12-28T07:06:02,2026-01-31T00:00:00
udl_000515,usr_000311,dev_000515,0,2025-12-16T15:33:32,2026-01-31T00:00:00
udl_000516,usr_000311,dev_000516,0,2025-12-24T04:33:07,2026-01-31T00:00:00
udl_000517,usr_000312,dev_000517,1,2025-12-19T23:49:01,2026-01-31T00:00:00
udl_000518,usr_000313,dev_000518,1,2025-12-18T01:59:48,2026-01-31T00:00:00
udl_000519,usr_000313,dev_000519,0,2025-12-13T09:27:21,2026-01-31T00:00:00
udl_000520,usr_000314,dev_000520,1,2025-12-18T14:25:40,2026-01-31T00:00:00
udl_000521,usr_000315,dev_000521,1,2025-12-25T19:32:39,2026-01-31T00:00:00
udl_000522,usr_000315,dev_000522,0,2025-12-16T13:40:25,2026-01-31T00:00:00
udl_000523,usr_000316,dev_000523,1,2025-12-25T11:45:34,2026-01-31T00:00:00
udl_000524,usr_000316,dev_000524,0,2025-12-20T15:02:37,2026-01-31T00:00:00
udl_000525,usr_000317,dev_000525,1,2025-12-14T18:58:34,2026-01-31T00:00:00
udl_000526,usr_000317,dev_000526,0,2025-12-15T12:42:36,2026-01-31T00:00:00
udl_000527,usr_000318,dev_000527,1,2025-12-14T12:48:04,2026-01-31T00:00:00
udl_000528,usr_000319,dev_000528,1,2025-12-28T12:04:01,2026-01-31T00:00:00
udl_000529,usr_000319,dev_000529,0,2025-12-16T16:30:38,2026-01-31T00:00:00
udl_000530,usr_000319,dev_000530,0,2025-12-20T16:37:39,2026-01-31T00:00:00
udl_000531,usr_000320,dev_000531,1,2025-12-29T16:21:18,2026-01-31T00:00:00
udl_000532,usr_000320,dev_000532,0,2025-12-20T15:25:29,2026-01-31T00:00:00
udl_000533,usr_000321,dev_000533,1,2025-12-18T18:28:33,2026-01-31T00:00:00
udl_000534,usr_000321,dev_000534,0,2025-12-13T02:39:01,2026-01-31T00:00:00
udl_000535,usr_000322,dev_000535,1,2025-12-24T23:39:30,2026-01-31T00:00:00
udl_000536,usr_000323,dev_000536,1,2025-12-14T01:17:36,2026-01-31T00:00:00
udl_000537,usr_000323,dev_000537,0,2025-12-23T16:06:30,2026-01-31T00:00:00
udl_000538,usr_000324,dev_000538,1,2025-12-19T12:16:42,2026-01-31T00:00:00
udl_000539,usr_000325,dev_000539,1,2025-12-30T15:16:50,2026-01-31T00:00:00
udl_000540,usr_000326,dev_000540,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000541,usr_000326,dev_000541,0,2025-12-16T07:49:33,2026-01-31T00:00:00
udl_000542,usr_000327,dev_000542,1,2025-12-25T21:17:00,2026-01-31T00:00:00
udl_000543,usr_000327,dev_000543,0,2025-12-17T01:50:57,2026-01-31T00:00:00
udl_000544,usr_000327,dev_000544,0,2025-12-31T15:16:38,2026-01-31T00:00:00
udl_000545,usr_000327,dev_000545,0,2025-12-31T13:16:19,2026-01-31T00:00:00
udl_000546,usr_000328,dev_000546,1,2025-12-25T10:25:46,2026-01-31T00:00:00
udl_000547,usr_000328,dev_000547,0,2025-12-22T15:37:36,2026-01-31T00:00:00
udl_000548,usr_000329,dev_000548,1,2025-12-24T03:55:27,2026-01-31T00:00:00
udl_000549,usr_000329,dev_000549,0,2025-12-12T22:02:23,2026-01-31T00:00:00
udl_000550,usr_000330,dev_000550,1,2025-12-27T07:39:28,2026-01-31T00:00:00
udl_000551,usr_000330,dev_000551,0,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000552,usr_000331,dev_000552,1,2025-12-19T12:47:41,2026-01-31T00:00:00
udl_000553,usr_000332,dev_000553,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000554,usr_000332,dev_000554,0,2025-12-24T14:00:01,2026-01-31T00:00:00
udl_000555,usr_000333,dev_000555,1,2025-12-23T08:44:10,2026-01-31T00:00:00
udl_000556,usr_000334,dev_000556,1,2025-12-20T11:15:01,2026-01-31T00:00:00
udl_000557,usr_000334,dev_000557,0,2025-12-30T17:34:27,2026-01-31T00:00:00
udl_000558,usr_000335,dev_000558,1,2025-12-21T21:26:09,2026-01-31T00:00:00
udl_000559,usr_000335,dev_000559,0,2025-12-30T02:33:36,2026-01-31T00:00:00
udl_000560,usr_000335,dev_000560,0,2025-12-17T08:12:24,2026-01-31T00:00:00
udl_000561,usr_000336,dev_000561,1,2025-12-13T19:13:33,2026-01-31T00:00:00
udl_000562,usr_000337,dev_000562,1,2025-12-31T15:54:50,2026-01-31T00:00:00
udl_000563,usr_000338,dev_000563,1,2025-12-20T15:41:58,2026-01-31T00:00:00
udl_000564,usr_000338,dev_000564,0,2025-12-13T15:45:50,2026-01-31T00:00:00
udl_000565,usr_000339,dev_000565,1,2026-01-01T14:32:34,2026-01-31T00:00:00
udl_000566,usr_000340,dev_000566,1,2025-12-27T13:27:50,2026-01-31T00:00:00
udl_000567,usr_000340,dev_000567,0,2025-12-13T19:02:02,2026-01-31T00:00:00
udl_000568,usr_000341,dev_000568,1,2025-12-16T22:41:15,2026-01-31T00:00:00
udl_000569,usr_000341,dev_000569,0,2025-12-19T20:23:23,2026-01-31T00:00:00
udl_000570,usr_000341,dev_000570,0,2025-12-22T14:31:31,2026-01-31T00:00:00
udl_000571,usr_000341,dev_000571,0,2025-12-18T15:03:16,2026-01-31T00:00:00
udl_000572,usr_000342,dev_000572,1,2025-12-15T07:13:37,2026-01-31T00:00:00
udl_000573,usr_000342,dev_000573,0,2025-12-15T16:04:35,2026-01-31T00:00:00
udl_000574,usr_000342,dev_000574,0,2025-12-14T19:36:58,2026-01-31T00:00:00
udl_000575,usr_000343,dev_000575,1,2025-12-29T00:25:12,2026-01-31T00:00:00
udl_000576,usr_000343,dev_000576,0,2025-12-29T09:16:26,2026-01-31T00:00:00
udl_000577,usr_000344,dev_000577,1,2025-12-26T09:26:20,2026-01-31T00:00:00
udl_000578,usr_000344,dev_000578,0,2025-12-29T14:33:03,2026-01-31T00:00:00
udl_000579,usr_000345,dev_000579,1,2025-12-20T09:15:23,2026-01-31T00:00:00
udl_000580,usr_000345,dev_000580,0,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000581,usr_000346,dev_000581,1,2025-12-13T21:35:47,2026-01-31T00:00:00
udl_000582,usr_000347,dev_000582,1,2025-12-17T14:42:43,2026-01-31T00:00:00
udl_000583,usr_000347,dev_000583,0,2025-12-21T08:28:18,2026-01-31T00:00:00
udl_000584,usr_000348,dev_000584,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000585,usr_000348,dev_000585,0,2025-12-13T17:51:21,2026-01-31T00:00:00
udl_000586,usr_000349,dev_000586,1,2025-12-25T22:39:35,2026-01-31T00:00:00
udl_000587,usr_000350,dev_000587,1,2025-12-16T09:18:34,2026-01-31T00:00:00
udl_000588,usr_000351,dev_000588,1,2025-12-25T08:31:21,2026-01-31T00:00:00
udl_000589,usr_000352,dev_000589,1,2025-12-18T12:33:38,2026-01-31T00:00:00
udl_000590,usr_000352,dev_000590,0,2025-12-19T17:42:22,2026-01-31T00:00:00
udl_000591,usr_000353,dev_000591,1,2025-12-17T14:55:55,2026-01-31T00:00:00
udl_000592,usr_000354,dev_000592,1,2025-12-21T07:10:40,2026-01-31T00:00:00
udl_000593,usr_000354,dev_000593,0,2025-12-28T21:27:37,2026-01-31T00:00:00
udl_000594,usr_000355,dev_000594,1,2025-12-16T23:30:34,2026-01-31T00:00:00
udl_000595,usr_000356,dev_000595,1,2026-01-01T21:15:21,2026-01-31T00:00:00
udl_000596,usr_000357,dev_000596,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000597,usr_000358,dev_000597,1,2025-12-31T15:29:58,2026-01-31T00:00:00
udl_000598,usr_000358,dev_000598,0,2025-12-20T04:53:37,2026-01-31T00:00:00
udl_000599,usr_000359,dev_000599,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000600,usr_000359,dev_000600,0,2026-01-01T14:10:32,2026-01-31T00:00:00
udl_000601,usr_000360,dev_000601,1,2025-12-21T22:14:39,2026-01-31T00:00:00
udl_000602,usr_000361,dev_000602,1,2025-12-20T11:32:46,2026-01-31T00:00:00
udl_000603,usr_000362,dev_000603,1,2026-01-01T23:59:00,2026-01-31T00:00:00
udl_000604,usr_000363,dev_000604,1,2025-12-25T11:11:31,2026-01-31T00:00:00
