crypto_txn_id,user_id,occurred_at,direction,asset,network,wallet_id,counterparty_wallet_id,amount_asset,amount_twd_equiv,tx_hash,status,onchain_risk_seed,scenario_id,tags
ctx_001267,usr_000887,2026-01-08T03:05:32,withdrawal,USDT,TRON,wal_002659,wal_004867,366.010661,11712.34,fed162031f559ba9386baf2a11183d74953ce8a0,completed,clean,,base_onchain
ctx_001293,usr_000929,2026-01-08T03:18:10,deposit,USDT,TRON,wal_002785,wal_004893,144.24625,4615.88,037ee231ccce00ab6f66bcf0543be1c72358b99b,completed,clean,,base_onchain
ctx_001054,usr_000728,2026-01-08T03:18:37,deposit,USDT,TRON,wal_002182,wal_004654,463.775937,14840.83,d7b5e6c35dd0a74e5be098fc2974f69be37d532c,completed,clean,,base_onchain
ctx_000504,usr_000333,2026-01-08T03:58:33,deposit,USDT,TRON,wal_000997,wal_004104,559.201563,17894.45,0822ba141e47f3c9b3a5ddf103bd5707270fe362,completed,clean,,base_onchain
ctx_001562,usr_001131,2026-01-08T04:18:41,deposit,ETH,ETH,wal_003393,wal_005162,6.64271973,730699.17,fb0684bebe25e684732ffa2faf7c43c3f4d49a1e,completed,clean,,base_onchain
ctx_000859,usr_000593,2026-01-08T04:24:57,withdrawal,USDT,TRON,wal_001777,wal_004459,169.895678,5436.66,55eec261e38273cd246a1241bfa94ffdd1539a52,completed,clean,,base_onchain
ctx_000518,usr_000342,2026-01-08T07:31:30,withdrawal,BTC,BTC,wal_001025,wal_004118,0.00258379,5684.34,a7cca4b82a5364dbbe074719efaeafb866ce87bb,completed,clean,,base_onchain
ctx_000425,usr_000284,2026-01-08T07:48:03,deposit,BTC,BTC,wal_000851,wal_004025,0.00461454,10151.99,f35275848c33955e81d898cfaaf85737f48ee1cd,completed,clean,,base_onchain
ctx_000203,usr_000154,2026-01-08T08:16:50,deposit,BTC,BTC,wal_000461,wal_003803,0.00292707,6439.55,ffbb9f12500c799557503712d71ec949b06c6809,completed,clean,,base_onchain
ctx_001353,usr_000974,2026-01-08T08:52:42,deposit,USDT,TRON,wal_002920,wal_004953,228.379375,7308.14,66cab21873434bc5d68e8ea8a1dbaf984017a5ed,completed,clean,,base_onchain
ctx_000488,usr_000326,2026-01-08T09:36:43,deposit,USDT,TRON,wal_000976,wal_004088,188.137188,6020.39,6803fd1d3644af401c9ef79320c5fdfbdd092b9a,completed,clean,,base_onchain
ctx_000648,usr_000445,2026-01-08T09:51:30,deposit,USDT,TRON,wal_001333,wal_004248,133.127813,4260.09,d47e67d97d02704dd5b40ea7e01e045665a05054,completed,clean,,base_onchain
ctx_000850,usr_000590,2026-01-08T10:44:26,deposit,USDT,TRON,wal_001768,wal_004450,278.761563,8920.37,35f44a709a7afc357346d4a894422cc61a6f3318,completed,clean,,base_onchain
ctx_000493,usr_000327,2026-01-08T10:46:48,deposit,ETH,ETH,wal_000981,wal_004093,3.29463364,362409.7,f25762b875eee2cff16e44abc4cd25df92239997,completed,clean,,base_onchain
ctx_000596,usr_000406,2026-01-08T11:07:48,deposit,USDT,TRON,wal_001216,wal_004196,239.927188,7677.67,e951341f2c1b3a45bc949ae9771da814d3dafb65,completed,clean,,base_onchain
ctx_000984,usr_000675,2026-01-08T11:41:21,deposit,USDT,TRON,wal_002023,wal_004584,415.595937,13299.07,ff8a2850421eaca339a2ba3dc53d79ca55bf4785,completed,clean,,base_onchain
ctx_000694,usr_000478,2026-01-08T12:32:19,deposit,USDT,TRON,wal_001432,wal_004294,193.83,6202.56,1a69d3714e1178df87328c64bae28da85eb1d6e0,completed,clean,,base_onchain
ctx_001533,usr_001117,2026-01-08T12:33:58,deposit,USDT,TRON,wal_003349,wal_005133,712.920313,22813.45,3e77ec25a1f5f5884317c1ed0815ee92ac8fb200,completed,clean,,base_onchain
ctx_000431,usr_000286,2026-01-08T13:20:14,withdrawal,USDT,TRON,wal_000856,wal_004031,131.794237,4217.42,b7ec83c77170dca8cb84ddc462950ecd35b35a7c,completed,clean,,base_onchain
ctx_000228,usr_000167,2026-01-08T14:02:54,deposit,USDT,TRON,wal_000499,wal_003828,677.497187,21679.91,0adb34187373a651db6637af497feb3948585045,completed,clean,,base_onchain
ctx_000107,usr_000085,2026-01-08T15:05:32,deposit,ETH,ETH,wal_000255,wal_003707,0.39687282,43656.01,cd73d850ed9ae65e8baa462a3b4c0c6a6e322083,completed,clean,,base_onchain
ctx_001016,usr_000693,2026-01-08T15:40:04,withdrawal,BTC,BTC,wal_002078,wal_004616,0.00491453,10811.97,db70a2f77fe87a98b7a419fc7b672a6f2d9c3568,completed,clean,,base_onchain
ctx_000862,usr_000597,2026-01-08T15:50:40,withdrawal,ETH,ETH,wal_001791,wal_004462,2.62210432,288431.48,79e7692e956420674678ac415c84ae619eca8b76,completed,clean,,base_onchain
ctx_000458,usr_000303,2026-01-08T16:00:40,withdrawal,USDT,TRON,wal_000907,wal_004058,279.98362,8959.48,b6842939baeccbd87c1181b9583da923eb4e13a7,completed,clean,,base_onchain
ctx_000570,usr_000386,2026-01-08T16:01:49,deposit,ETH,ETH,wal_001158,wal_004170,0.13204536,14524.99,65530c0612a5b15d4fa33f3ca9ade1e9d9d7243b,completed,clean,,base_onchain
ctx_001645,usr_001183,2026-01-08T16:10:26,deposit,USDT,TRON,wal_003547,wal_005245,8489.852188,271675.27,5525b4c5c7fa532b4bd565ef9cf2b491a646638b,completed,clean,,base_onchain
ctx_000218,usr_000165,2026-01-08T16:47:04,deposit,USDT,TRON,wal_000493,wal_003818,425.759687,13624.31,158304f597f600225184fe505fd3407d2f84335c,completed,clean,,base_onchain
ctx_001281,usr_000906,2026-01-08T16:58:46,withdrawal,USDT,TRON,wal_002716,wal_004881,252.749035,8087.97,76b4cb3483855f1a160f3cf0451650c34d044eb5,completed,clean,,base_onchain
ctx_000643,usr_000438,2026-01-08T17:44:00,deposit,USDT,TRON,wal_001312,wal_004243,155.513125,4976.42,56fde60df00965cbe3dd5e3d15b3e150610d7b49,completed,clean,,base_onchain
ctx_001422,usr_001016,2026-01-08T17:54:20,deposit,USDT,TRON,wal_003046,wal_005022,75.860313,2427.53,24720d40b7cf99df56861531ddf4727cb90fe632,completed,clean,,base_onchain
ctx_000131,usr_000099,2026-01-08T18:09:54,withdrawal,USDT,TRON,wal_000295,wal_003731,275.70345,8822.51,ec56d819e1557e6e4f5eff473c1ce89d8427111e,completed,clean,,base_onchain
ctx_000014,usr_000013,2026-01-08T18:45:35,withdrawal,USDT,TRON,wal_000037,wal_003614,93.386089,2988.35,30608c716a9dc58a848bf43400fed266965f9ea5,completed,clean,,base_onchain
ctx_000545,usr_000363,2026-01-08T19:01:26,deposit,USDT,TRON,wal_001087,wal_004145,688.99125,22047.72,38d50cc51f3b247e6b07ddb36b8d19e983913f81,completed,clean,,base_onchain
ctx_000064,usr_000055,2026-01-08T19:11:51,withdrawal,ETH,ETH,wal_000165,wal_003664,0.03465566,3812.12,bd04bb6bdf0160b3f9fcf1d621cc050754dade22,completed,clean,,base_onchain
ctx_000426,usr_000284,2026-01-08T19:15:59,withdrawal,USDT,TRON,wal_000850,wal_004026,279.731214,8951.4,6064e4d2f693644f35d9b71c7d31b3ba7a1d6ea1,completed,clean,,base_onchain
ctx_000852,usr_000591,2026-01-08T19:41:06,deposit,USDT,TRON,wal_001771,wal_004452,15723.138437,503140.43,afb5cc391f2385a9327c34186aad844fe648ace6,completed,clean,,base_onchain
ctx_000236,usr_000175,2026-01-08T19:52:26,deposit,USDT,TRON,wal_000523,wal_003836,143.900625,4604.82,da2b278e71a16e23fc14efc2529aad452ed3e26e,completed,clean,,base_onchain
ctx_001440,usr_001024,2026-01-08T20:21:51,deposit,USDT,TRON,wal_003070,wal_005040,1115.626875,35700.06,d4c9982ef73732bbae574db5388b9bf282a12df5,completed,clean,,base_onchain
ctx_001239,usr_000865,2026-01-08T21:03:04,deposit,USDT,TRON,wal_002593,wal_004839,541.015937,17312.51,fd61890fa696182e3a4e68348cf74252d3ada95b,completed,clean,,base_onchain
ctx_000756,usr_000526,2026-01-08T21:05:41,deposit,USDT,TRON,wal_001576,wal_004356,523.800938,16761.63,0bfb0af63c1af68c2c563a0bbbc37473dcf070b8,completed,clean,,base_onchain
ctx_000314,usr_000229,2026-01-08T21:10:54,deposit,ETH,ETH,wal_000687,wal_003914,0.365515,40206.65,58a56f1cbd3d8235705a37581dca95e5efd657f4,completed,clean,,base_onchain
ctx_001407,usr_001006,2026-01-08T21:40:51,deposit,BTC,BTC,wal_003017,wal_005007,0.00221258,4867.68,cf36652b050a69c0123afe5a32380f5ccd1e8acc,completed,clean,,base_onchain
ctx_001154,usr_000799,2026-01-08T21:49:32,deposit,USDT,TRON,wal_002395,wal_004754,350.574687,11218.39,55e95f1f7588864e8c56f4301c3c7027ccc663a1,completed,clean,,base_onchain
ctx_000489,usr_000326,2026-01-08T23:23:12,deposit,USDT,TRON,wal_000976,wal_004089,427.9875,13695.6,39531d6f0ae436157c303af7f6d5e264898fb71a,completed,clean,,base_onchain
ctx_000494,usr_000327,2026-01-09T00:51:43,withdrawal,USDT,TRON,wal_000979,wal_004094,9403.992098,300927.75,c37338dba1724d58c0cc0eb4edd10c7869c57087,completed,clean,,base_onchain
ctx_001294,usr_000929,2026-01-09T01:16:09,withdrawal,USDT,TRON,wal_002785,wal_004894,109.417591,3501.36,aca25ad3821e3bc621ffa09b878fadade3313c66,completed,clean,,base_onchain
ctx_000347,usr_000246,2026-01-09T01:20:05,withdrawal,USDT,TRON,wal_000736,wal_003947,59.743428,1911.79,4040016bc39e9783ffb54f2a3a3d4208cd0f93fd,completed,clean,,base_onchain
ctx_000360,usr_000253,2026-01-09T02:47:47,withdrawal,USDT,TRON,wal_000757,wal_003960,186.389793,5964.47,0841a47f80ca35d5703522f37dc020d66d4a5b4f,completed,clean,,base_onchain
ctx_000303,usr_000225,2026-01-09T03:19:27,deposit,USDT,TRON,wal_000673,wal_003903,10762.502188,344400.07,69381ab7eec383648bb4e1e88078f48b9d46dfc3,completed,clean,,base_onchain
ctx_001096,usr_000759,2026-01-09T07:15:41,withdrawal,ETH,ETH,wal_002277,wal_004696,1.04311472,114742.62,d34f8f6d1ebb6e67fb12d1c3b370f9d7d6adc6f5,completed,clean,,base_onchain
ctx_001106,usr_000768,2026-01-09T07:20:34,deposit,BTC,BTC,wal_002303,wal_004706,0.00245058,5391.28,ffeb9b13e121a2a15dab86a34cfdef0bec518b13,completed,clean,,base_onchain
ctx_001060,usr_000731,2026-01-09T07:40:25,deposit,USDT,TRON,wal_002191,wal_004660,62.5,2000.0,54adc9be9ee3f6bd0592a1d8a780e4bd4e10e060,completed,clean,,base_onchain
ctx_000624,usr_000428,2026-01-09T08:06:45,deposit,ETH,ETH,wal_001284,wal_004224,0.82837945,91121.74,c22829416465ea887dfbd3d78d391b891fc8d4e3,completed,clean,,base_onchain
ctx_001425,usr_001019,2026-01-09T08:57:29,deposit,USDT,TRON,wal_003055,wal_005025,154.04,4929.28,334b39bbe5f1d1b9ea54ac33afdfe39d195d5e33,completed,clean,,base_onchain
ctx_000740,usr_000516,2026-01-09T09:19:17,deposit,USDT,TRON,wal_001546,wal_004340,298.859688,9563.51,d7edb8ecf63911e00dc0e9c566844590c80c47a5,completed,clean,,base_onchain
ctx_001576,usr_001142,2026-01-09T09:28:27,deposit,USDT,TRON,wal_003424,wal_005176,171.715625,5494.9,468fc2838419b14ec8d7f8f60d45617464795c02,completed,clean,,base_onchain
ctx_001495,usr_001086,2026-01-09T09:35:56,withdrawal,USDT,TRON,wal_003256,wal_005095,368.401626,11788.85,86f8d8f1d45f8d4ba4b2368c85aaaf2049e10691,completed,clean,,base_onchain
ctx_001087,usr_000749,2026-01-09T10:07:19,deposit,USDT,TRON,wal_002245,wal_004687,7300.440625,233614.1,5e71fd8cd7b8ea0b6ad0b1ceb04156b239b0a75b,completed,clean,,base_onchain
ctx_000985,usr_000675,2026-01-09T10:39:23,deposit,BTC,BTC,wal_002024,wal_004585,0.00273998,6027.96,a3d091d6759265f7cca1bf1b1b7e4dcf3fc0dbb0,completed,clean,,base_onchain
ctx_000133,usr_000100,2026-01-09T10:58:32,deposit,USDT,TRON,wal_000298,wal_003733,930.392812,29772.57,c25a879ffefa4e6179a2465b91ec34e189b73a63,completed,clean,,base_onchain
ctx_000498,usr_000332,2026-01-09T11:32:02,withdrawal,USDT,TRON,wal_000994,wal_004098,75.097385,2403.12,ab6e3e12d1e9cacda4b5276bace693c8abb8d095,completed,clean,,base_onchain
ctx_001633,usr_001174,2026-01-09T11:44:15,deposit,USDT,TRON,wal_003520,wal_005233,529.447813,16942.33,1f3accd8396c7858cca7bcef5de981b1fa0e1df2,completed,clean,,base_onchain
ctx_001590,usr_001153,2026-01-09T12:05:59,withdrawal,USDT,TRON,wal_003457,wal_005190,53.892569,1724.56,89f5b5b56925f43bb541b2c1cd00b6b529c6327e,completed,clean,,base_onchain
ctx_001449,usr_001028,2026-01-09T12:23:04,deposit,USDT,TRON,wal_003082,wal_005049,9098.503437,291152.11,3c2722f99c0acf3a8e597b9b148c6b45607df201,completed,clean,,base_onchain
ctx_001463,usr_001037,2026-01-09T13:00:44,deposit,USDT,TRON,wal_003109,wal_005063,6306.861875,201819.58,e802b1a2b9795016cbe92f16384def0f4e92659e,completed,clean,,base_onchain
ctx_001355,usr_000977,2026-01-09T13:13:36,deposit,USDT,TRON,wal_002929,wal_004955,400.881875,12828.22,5cccc8b9112da3908cfe11934c9dd936b4b4a072,completed,clean,,base_onchain
ctx_000464,usr_000308,2026-01-09T13:41:11,deposit,BTC,BTC,wal_000923,wal_004064,0.00264909,5828.0,cc6ab4c26ec2122b85a1d905e7580a1c6cb07c4e,completed,clean,,base_onchain
ctx_001013,usr_000692,2026-01-09T14:13:49,withdrawal,ETH,ETH,wal_002076,wal_004613,0.03007936,3308.73,9f7c2f6d76dee39f80810d51217ff0e4da68c686,completed,clean,,base_onchain
ctx_000465,usr_000308,2026-01-09T14:14:10,withdrawal,BTC,BTC,wal_000923,wal_004065,0.00149148,3281.26,f5d647efaf33704af4b6774a7aca2d5ac9fad9a9,completed,clean,,base_onchain
ctx_000779,usr_000539,2026-01-09T14:14:41,deposit,USDT,TRON,wal_001615,wal_004379,146.794375,4697.42,658afbcfddbe8aa08bf8d469d2352e48c471a740,completed,clean,,base_onchain
ctx_001045,usr_000716,2026-01-09T14:17:04,withdrawal,USDT,TRON,wal_002146,wal_004645,14.738081,471.62,7f643a3e2a4615a70806952b1bfd5e5ee868f0aa,completed,clean,,base_onchain
ctx_000071,usr_000059,2026-01-09T14:21:24,withdrawal,ETH,ETH,wal_000177,wal_003671,0.11097871,12207.66,ea3705d3c00f42c6f1d2ebaeb51582e08ed53722,completed,clean,,base_onchain
ctx_000524,usr_000348,2026-01-09T14:53:56,withdrawal,USDT,TRON,wal_001042,wal_004124,42.709155,1366.69,0c3abff1949b11a3a3524a87e38fce9a385b893e,completed,clean,,base_onchain
ctx_000799,usr_000549,2026-01-09T15:00:20,deposit,ETH,ETH,wal_001647,wal_004399,2.39911709,263902.88,e4238973540ca3835b03072836fb699b10dbc29a,completed,clean,,base_onchain
ctx_001264,usr_000883,2026-01-09T15:33:58,deposit,ETH,ETH,wal_002649,wal_004864,3.67429045,404171.95,a9b0a9aeb88606088adbb4e56238fccf82f7bec5,completed,clean,,base_onchain
ctx_000746,usr_000523,2026-01-09T15:55:14,deposit,USDT,TRON,wal_001567,wal_004346,1372.28,43912.96,071c47105fe1455d2db585025f9dc95ff33bff21,completed,clean,,base_onchain
ctx_000024,usr_000026,2026-01-09T15:56:27,deposit,USDT,TRON,wal_000076,wal_003624,242.508125,7760.26,703b4d0e5cbe9c1390cb0bdd21721646a88a7194,completed,clean,,base_onchain
ctx_000096,usr_000074,2026-01-09T16:11:17,deposit,USDT,TRON,wal_000220,wal_003696,62.5,2000.0,e44da11c06032ecf3ed2fd8aab1385e8c392f975,completed,clean,,base_onchain
ctx_001611,usr_001162,2026-01-09T16:12:02,withdrawal,USDT,TRON,wal_003484,wal_005211,1324.939217,42398.05,127b3c466619f954fe001f91aff5024ebf887b43,completed,clean,,base_onchain
ctx_000728,usr_000508,2026-01-09T16:28:56,deposit,ETH,ETH,wal_001524,wal_004328,2.66141609,292755.77,aba5577845819f9c3645d51d6cca6742b136b30d,completed,clean,,base_onchain
ctx_000835,usr_000579,2026-01-09T16:37:54,withdrawal,ETH,ETH,wal_001737,wal_004435,0.24871275,27358.4,901171c77ca0f56bdb604af1344ddf1b542db4f4,completed,clean,,base_onchain
ctx_001323,usr_000944,2026-01-09T16:43:33,deposit,USDT,TRON,wal_002830,wal_004923,9469.83375,303034.68,c1a453e647ad078f6a50e5c082c16d8d988a394d,completed,clean,,base_onchain
ctx_001046,usr_000716,2026-01-09T16:58:22,deposit,USDT,TRON,wal_002146,wal_004646,213.468437,6830.99,ca3906959d4d1d1beaf8d5b0a13967106d68361a,completed,clean,,base_onchain
ctx_000981,usr_000674,2026-01-09T17:28:44,withdrawal,ETH,ETH,wal_002022,wal_004581,0.15215132,16736.65,6958b57a8467df80dfb5acad96a804bba1991768,completed,clean,,base_onchain
ctx_001622,usr_001166,2026-01-09T17:37:44,deposit,USDT,TRON,wal_003496,wal_005222,6633.624375,212275.98,e87e212db8148682c9f7bb566d1cc9cd1c20f25e,completed,clean,,base_onchain
ctx_000260,usr_000190,2026-01-09T18:00:53,withdrawal,USDT,TRON,wal_000568,wal_003860,193.044132,6177.41,978ad1115106d5289cd638b5635cb609752be42f,completed,clean,,base_onchain
ctx_000670,usr_000458,2026-01-09T18:09:47,deposit,ETH,ETH,wal_001374,wal_004270,0.23285627,25614.19,07916cdf97d14343906b02568e5785ba7827df54,completed,clean,,base_onchain
ctx_000318,usr_000230,2026-01-09T18:37:55,deposit,USDT,TRON,wal_000688,wal_003918,13789.335,441258.72,1d4274c554495fe6bd2113257080a41580e18ab5,completed,clean,,base_onchain
ctx_001612,usr_001162,2026-01-09T19:00:19,deposit,BTC,BTC,wal_003485,wal_005212,0.16140682,355095.0,f9779a594757c0f0466c46bba427a6da47fa134b,completed,clean,,base_onchain
ctx_001597,usr_001155,2026-01-09T19:18:27,withdrawal,BTC,BTC,wal_003464,wal_005197,0.00238332,5243.3,31c7c11ac1b5cb9c9c63d8030508067be056b9a2,completed,clean,,base_onchain
ctx_000602,usr_000409,2026-01-09T20:30:44,deposit,USDT,TRON,wal_001225,wal_004202,298.186875,9541.98,1b38f9c53f1a4760194724b58d9c5b765860942d,completed,clean,,base_onchain
ctx_000736,usr_000514,2026-01-09T21:37:49,withdrawal,USDT,TRON,wal_001540,wal_004336,10795.101709,345443.25,8057a56dbf67901c8e7abc940fa703aef3c81338,completed,clean,,base_onchain
ctx_000547,usr_000368,2026-01-09T22:27:11,withdrawal,USDT,TRON,wal_001102,wal_004147,56.363806,1803.64,fde60cb1b07e31b464e07473dbcc6f4b92cd19ce,completed,clean,,base_onchain
ctx_000650,usr_000446,2026-01-09T23:31:55,deposit,USDT,TRON,wal_001336,wal_004250,20980.905625,671388.98,1424fdd9eb4c551d622c4efef30c7dd1123774a5,completed,clean,,base_onchain
ctx_001329,usr_000947,2026-01-10T00:19:20,deposit,USDT,TRON,wal_002839,wal_004929,736.654688,23572.95,ae53ea77d64304ac6c4ab256ebc0de8be0075366,completed,clean,,base_onchain
ctx_000105,usr_000083,2026-01-10T00:36:45,withdrawal,USDT,TRON,wal_000247,wal_003705,97.6909,3126.11,c72bfb12c255ff1fbf5787b8fba55c1dd2f141fe,completed,clean,,base_onchain
ctx_000106,usr_000084,2026-01-10T00:37:44,deposit,ETH,ETH,wal_000252,wal_003706,0.12164973,13381.47,f5899d40e2539a603b586e7d9db396bf3a84a690,completed,clean,,base_onchain
ctx_001017,usr_000693,2026-01-10T00:43:51,withdrawal,BTC,BTC,wal_002078,wal_004617,0.00198986,4377.69,4d9251467e9602401f7185938b41af0a2a788d3f,completed,clean,,base_onchain
ctx_000790,usr_000542,2026-01-10T02:17:45,withdrawal,USDT,TRON,wal_001624,wal_004390,342.137701,10948.41,938640cfe9a8d13b683ca01618d02f8881096ca2,completed,clean,,base_onchain
ctx_001148,usr_000796,2026-01-10T02:43:15,deposit,USDT,TRON,wal_002386,wal_004748,190.199062,6086.37,d4304a0db5dfb7d8e047cf1cd1bf8bfba3209d86,completed,clean,,base_onchain
ctx_001187,usr_000822,2026-01-10T03:24:41,deposit,USDT,TRON,wal_002464,wal_004787,481.4,15404.8,7700817fe6b746330fd21f13b0f6b8d884fcccfa,completed,clean,,base_onchain
ctx_000062,usr_000053,2026-01-10T03:27:10,deposit,ETH,ETH,wal_000159,wal_003662,0.07102064,7812.27,8bf2bfd9d8dc94e0d41c775ca453ea5495316e8d,completed,clean,,base_onchain
ctx_000281,usr_000204,2026-01-10T04:05:24,deposit,USDT,TRON,wal_000610,wal_003881,311.50125,9968.04,657fd90c1c46095c8b5bd56779fbc38513fd8957,completed,clean,,base_onchain
ctx_000882,usr_000610,2026-01-10T04:08:01,deposit,USDT,TRON,wal_001828,wal_004482,113.449062,3630.37,8fff2b37b58121c1dcdeb6e9ab8e841397773948,completed,clean,,base_onchain
ctx_000853,usr_000591,2026-01-10T07:34:10,deposit,USDT,TRON,wal_001771,wal_004453,11748.3475,375947.12,2af2ee5b5223566cf2ad162a205336a71f205dc4,completed,clean,,base_onchain
ctx_000304,usr_000225,2026-01-10T07:39:02,deposit,USDT,TRON,wal_000673,wal_003904,12822.826563,410330.45,34a91c585fa830f02001e67ecb4441e3502585f8,completed,clean,,base_onchain
ctx_000938,usr_000651,2026-01-10T07:44:22,deposit,BTC,BTC,wal_001952,wal_004538,0.00336118,7394.6,b7cfd1bdc80067a43b5a6457ba02dac5a1aa68a1,completed,clean,,base_onchain
ctx_000922,usr_000640,2026-01-10T08:10:09,deposit,USDT,TRON,wal_001918,wal_004522,10286.07,329154.24,b6a7098bc6ececceaa33e6d5446708e910b15ad0,completed,clean,,base_onchain
ctx_000619,usr_000426,2026-01-10T08:18:15,deposit,USDT,TRON,wal_001276,wal_004219,750.383125,24012.26,b4c41dba24669c5e9f907c70b69fd7a7d8e24bb9,completed,clean,,base_onchain
ctx_000582,usr_000394,2026-01-10T08:23:36,deposit,USDT,TRON,wal_001180,wal_004182,20517.643437,656564.59,00e7c950930dc5fccfe3a903e4a58bb4a0292556,completed,clean,,base_onchain
ctx_000449,usr_000293,2026-01-10T08:56:34,deposit,USDT,TRON,wal_000877,wal_004049,563.058125,18017.86,b9b3e28f577a2dd8b744da07e2b05b86c9f21f1b,completed,clean,,base_onchain
ctx_000970,usr_000669,2026-01-10T09:00:03,withdrawal,ETH,ETH,wal_002007,wal_004570,1.91554089,210709.5,f5a252bcf1b53965a8cfa118f1018cf8b48a1928,completed,clean,,base_onchain
ctx_000593,usr_000405,2026-01-10T09:10:05,withdrawal,ETH,ETH,wal_001215,wal_004193,3.03597383,333957.12,88b42889571b8cb15e2aa412555e1b25173c7de3,completed,clean,,base_onchain
ctx_000157,usr_000121,2026-01-10T09:19:03,deposit,USDT,TRON,wal_000361,wal_003757,5455.4175,174573.36,f2d5df98346d7ad274523e349ab91650e8aea2bb,completed,clean,,base_onchain
ctx_000946,usr_000658,2026-01-10T09:44:35,deposit,USDT,TRON,wal_001972,wal_004546,178.385,5708.32,f621279c1ec6a2eaf00817a845d52fff0687a148,completed,clean,,base_onchain
ctx_000986,usr_000679,2026-01-10T10:28:32,deposit,USDT,TRON,wal_002035,wal_004586,533.610937,17075.55,e0d7aa608f0096e1053f8d985742125cb796a9e6,completed,clean,,base_onchain
ctx_001553,usr_001125,2026-01-10T10:35:59,withdrawal,BTC,BTC,wal_003374,wal_005153,0.00250256,5505.63,653dfbe238e4acd6b550e5ab1e6fde6e94171750,completed,clean,,base_onchain
ctx_000046,usr_000039,2026-01-10T11:07:53,withdrawal,USDT,TRON,wal_000115,wal_003646,146.264033,4680.45,5539944f6deac12e5ae0754c2684a26dda72b800,completed,clean,,base_onchain
ctx_000782,usr_000540,2026-01-10T11:21:04,deposit,USDT,TRON,wal_001618,wal_004382,67.297813,2153.53,7cad6c8a32c2cbc62218b8c31bf8dc128717cafa,completed,clean,,base_onchain
ctx_000519,usr_000342,2026-01-10T11:28:45,deposit,ETH,ETH,wal_001026,wal_004119,0.35121527,38633.68,bf8dec6b18e5d7048fb43c5e99f68609aabbdddd,completed,clean,,base_onchain
ctx_001048,usr_000722,2026-01-10T11:37:05,deposit,USDT,TRON,wal_002164,wal_004648,319.075625,10210.42,24e507b315f31f83baeb3af17f6706c9f95bba1a,completed,clean,,base_onchain
ctx_001375,usr_000989,2026-01-10T11:52:16,withdrawal,USDT,TRON,wal_002965,wal_004975,143.002631,4576.08,904735e6e96d1377268e4047a38d7d46cdea78d3,completed,clean,,base_onchain
ctx_001051,usr_000725,2026-01-10T11:57:17,deposit,BTC,BTC,wal_002174,wal_004651,0.00241964,5323.21,73e04626c239342a28ca11da412cac430969aa9d,completed,clean,,base_onchain
ctx_000130,usr_000098,2026-01-10T12:06:19,deposit,USDT,TRON,wal_000292,wal_003730,62.5,2000.0,2da24d3d7948ba0543e95f0501433555d01094bf,completed,clean,,base_onchain
ctx_000763,usr_000527,2026-01-10T12:10:04,withdrawal,USDT,TRON,wal_001579,wal_004363,1187.463526,37998.83,853fc7c259d012da6686fa5ac5cf6f5a066b2d96,completed,clean,,base_onchain
ctx_001490,usr_001082,2026-01-10T13:26:30,deposit,USDT,TRON,wal_003244,wal_005090,171.881563,5500.21,44e84fd50cbf2f4d702950e9fc837c060fc9295b,completed,clean,,base_onchain
ctx_000845,usr_000585,2026-01-10T13:58:15,deposit,USDT,TRON,wal_001753,wal_004445,188.700625,6038.42,ad863f1b7d46f1ed91d6512e25da4a3abb0a36dd,completed,clean,,base_onchain
ctx_000888,usr_000620,2026-01-10T14:33:34,withdrawal,USDT,TRON,wal_001858,wal_004488,400.607596,12819.44,ccc91a03a00507c34e855daeb34e6433200015ac,completed,clean,,base_onchain
ctx_000332,usr_000238,2026-01-10T14:59:14,withdrawal,BTC,BTC,wal_000713,wal_003932,0.00891405,19610.91,a4c4d8bf8da8d59e46b6f4b43e8a116339344353,completed,clean,,base_onchain
ctx_000416,usr_000282,2026-01-10T15:25:12,withdrawal,BTC,BTC,wal_000845,wal_004016,0.00075878,1669.32,dc937da36df832787b3988d9d71179ce7f7e2813,completed,clean,,base_onchain
ctx_000042,usr_000038,2026-01-10T15:27:22,deposit,BTC,BTC,wal_000113,wal_003642,0.00686069,15093.52,8271a9d892269d096f238c8068547b597885375e,completed,clean,,base_onchain
ctx_001302,usr_000931,2026-01-10T15:45:11,deposit,BTC,BTC,wal_002792,wal_004902,0.02901916,63842.15,a27f133f366844eaeb096218cad63c7e8134210f,completed,clean,,base_onchain
ctx_000971,usr_000669,2026-01-10T16:20:32,withdrawal,ETH,ETH,wal_002007,wal_004571,0.69942761,76937.04,a2ae5e57f1bfbbc6ff8106b35255c95d112a7b66,completed,clean,,base_onchain
ctx_000678,usr_000463,2026-01-10T16:23:30,deposit,USDT,TRON,wal_001387,wal_004278,256.688125,8214.02,154f40f78885409bde281cb98f97424912c33219,completed,clean,,base_onchain
ctx_001392,usr_000997,2026-01-10T16:34:36,deposit,USDT,TRON,wal_002989,wal_004992,1011.398438,32364.75,545720dd695e9fd799c675a780a95c208650a292,completed,clean,,base_onchain
ctx_001334,usr_000951,2026-01-10T16:36:17,deposit,BTC,BTC,wal_002852,wal_004934,0.00308642,6790.12,e4dad0b5d7ce3303cdc6a09b687e45df9f66436c,completed,clean,,base_onchain
