user_id,created_at,segment,risk_seed_band,kyc_level,occupation,monthly_income_twd,expected_monthly_volume_twd,declared_source_of_funds,residence_country,residence_city,nationality,activity_window,hidden_suspicious_label,observed_blacklist_label,scenario_types,evidence_tags
usr_000182,2025-07-11T09:44:57,retail_investor,clean,standard,operations,103372.0,166914.66,family_support,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000183,2025-07-31T03:48:21,retail_investor,clean,standard,sales,57536.0,110349.61,salary,TW,台北市,TW,09:00-22:00,0,0,,
usr_000184,2025-04-02T14:49:43,retail_investor,clean,standard,teacher,91935.0,190273.29,freelance_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000185,2024-04-29T23:09:22,retail_investor,clean,standard,freelancer,28219.0,45734.84,investment,JP,Tokyo,JP,09:00-22:00,0,0,,
usr_000186,2024-03-10T17:45:07,salary_cycle,clean,standard,software_engineer,57826.0,56171.89,investment,TW,台南市,TW,09:00-22:00,1,1,blacklist_2hop_chain,direct_1hop_blacklist_seed|mid_wallet_distribution
usr_000187,2024-12-05T14:14:51,dormant,clean,standard,sales,30771.0,17384.42,freelance_income,TW,桃園市,TW,09:00-20:00,0,0,,
usr_000188,2025-08-30T11:45:13,salary_cycle,clean,standard,driver,63320.0,55385.93,investment,US,Los Angeles,US,09:00-22:00,0,0,,
usr_000189,2024-04-27T17:31:33,salary_cycle,clean,standard,self_employed,87396.0,126407.41,investment,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000190,2025-11-21T20:58:39,cross_border,grey,standard,teacher,126939.0,185677.96,salary,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000191,2025-03-05T15:24:27,retail_investor,clean,standard,retail_worker,56270.0,74228.35,business_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000192,2025-01-03T03:08:12,vpn_nomad,grey,standard,sales,104178.0,158340.41,family_support,TW,台北市,TW,08:00-23:00,0,0,,
usr_000193,2025-08-02T08:18:02,salary_cycle,clean,enhanced,freelancer,67225.0,60418.91,savings,TW,新北市,TW,09:00-22:00,0,0,,
usr_000194,2025-08-10T09:34:52,retail_investor,clean,enhanced,software_engineer,84942.0,149634.32,freelance_income,TW,新北市,TW,09:00-22:00,0,0,,
usr_000195,2025-04-06T17:52:05,pro_trader,clean,standard,designer,173695.0,2100993.13,salary,TW,台北市,TW,08:00-23:00,0,0,,
usr_000196,2024-06-19T17:13:52,retail_investor,clean,enhanced,driver,102060.0,201214.06,salary,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000197,2025-08-10T17:32:57,salary_cycle,clean,standard,self_employed,74115.0,77563.0,salary,TW,台中市,TW,09:00-22:00,0,0,,
usr_000198,2024-05-30T19:48:53,night_owl,clean,basic,self_employed,48174.0,97016.01,business_income,TW,新竹市,TW,18:00-04:00,0,0,,
usr_000199,2025-02-17T13:44:59,vpn_nomad,grey,standard,office_staff,75221.0,160225.47,business_income,TW,新北市,TW,08:00-23:00,0,0,,
usr_000200,2025-11-12T18:50:34,salary_cycle,clean,basic,sales,85733.0,121449.44,savings,AE,Dubai,AE,09:00-22:00,0,0,,
usr_000201,2024-12-18T18:02:06,salary_cycle,clean,standard,self_employed,56159.0,78286.34,business_income,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000202,2025-12-07T23:19:10,night_owl,clean,basic,freelancer,40353.0,57212.5,salary,HK,Hong Kong,HK,18:00-04:00,0,0,,
usr_000203,2025-12-18T21:41:05,retail_investor,clean,standard,student,73738.0,142289.64,salary,TW,台中市,TW,09:00-22:00,0,0,,
usr_000204,2024-05-04T03:44:08,retail_investor,clean,standard,designer,102814.0,121785.7,salary,TW,台南市,TW,09:00-22:00,0,0,,
usr_000205,2024-05-17T16:09:04,retail_investor,clean,standard,operations,38425.0,37481.38,family_support,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000206,2025-12-05T12:05:57,salary_cycle,clean,standard,student,82345.0,53990.86,savings,GB,London,GB,09:00-22:00,0,0,,
usr_000207,2024-10-11T12:35:38,cross_border,grey,standard,teacher,100335.0,201526.06,freelance_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000208,2025-02-06T11:50:57,dormant,clean,standard,driver,21757.0,11399.49,business_income,TW,新竹市,TW,09:00-20:00,0,0,,
usr_000209,2024-11-21T10:23:34,retail_investor,clean,standard,self_employed,108634.0,196592.84,savings,SG,Singapore,SG,09:00-22:00,0,0,,
usr_000210,2024-02-11T21:32:18,night_owl,grey,standard,self_employed,80486.0,72613.55,freelance_income,TW,新竹市,TW,18:00-04:00,0,0,,
usr_000211,2024-03-27T15:58:13,salary_cycle,clean,standard,retail_worker,61363.0,30614.82,family_support,TW,台中市,TW,09:00-22:00,0,0,,
usr_000212,2024-09-02T07:59:27,salary_cycle,clean,standard,student,85018.0,119146.93,business_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000213,2025-05-24T04:33:50,retail_investor,clean,standard,freelancer,48022.0,48168.62,savings,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000214,2025-03-16T11:16:45,dormant,clean,basic,teacher,37613.0,17545.26,freelance_income,SG,Singapore,SG,09:00-20:00,0,0,,
usr_000215,2024-09-19T22:43:46,salary_cycle,clean,enhanced,student,58601.0,27338.94,savings,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000216,2024-07-03T00:35:51,retail_investor,clean,standard,self_employed,26610.0,32350.77,business_income,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000217,2024-07-03T15:02:25,retail_investor,clean,basic,student,66934.0,84413.05,business_income,TW,台北市,TW,09:00-22:00,0,0,,
usr_000218,2024-10-26T13:47:39,dormant,clean,standard,driver,40361.0,10641.2,business_income,TW,新竹市,TW,09:00-20:00,0,0,,
usr_000219,2024-01-08T00:14:34,pro_trader,clean,standard,office_staff,222457.0,2682185.56,freelance_income,TW,桃園市,TW,08:00-23:00,0,0,,
usr_000220,2024-04-17T12:26:31,pro_trader,clean,standard,software_engineer,120766.0,1491245.22,savings,TW,台中市,TW,08:00-23:00,0,0,,
usr_000221,2025-04-15T00:37:06,retail_investor,clean,standard,operations,55339.0,128684.69,savings,TW,台南市,TW,09:00-22:00,0,0,,
usr_000222,2024-09-25T21:44:53,retail_investor,clean,standard,office_staff,99425.0,90067.21,investment,TW,台中市,TW,09:00-22:00,0,0,,
usr_000223,2024-06-18T13:26:07,retail_investor,clean,enhanced,operations,51569.0,53187.76,investment,TW,新北市,TW,09:00-22:00,0,0,,
usr_000224,2025-12-23T18:13:53,salary_cycle,clean,basic,office_staff,65365.0,46932.69,savings,TW,台中市,TW,09:00-22:00,0,0,,
usr_000225,2024-02-02T03:35:47,pro_trader,clean,standard,operations,327746.0,3162111.9,savings,TW,桃園市,TW,08:00-23:00,0,0,,
usr_000226,2024-05-14T14:23:43,retail_investor,clean,basic,self_employed,43322.0,43602.32,freelance_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000227,2024-05-12T09:07:02,night_owl,clean,basic,designer,34914.0,28996.78,salary,US,Los Angeles,US,18:00-04:00,0,0,,
usr_000228,2024-08-08T20:17:28,cross_border,clean,standard,retail_worker,101773.0,238259.82,salary,TW,台南市,TW,09:00-22:00,0,0,,
usr_000229,2025-01-28T08:41:56,cross_border,grey,standard,operations,115390.0,247809.5,savings,TW,台中市,TW,09:00-22:00,0,0,,
usr_000230,2025-02-02T11:20:38,pro_trader,clean,enhanced,driver,308278.0,2859749.75,salary,TW,台南市,TW,08:00-23:00,0,0,,
usr_000231,2024-04-13T12:17:34,retail_investor,clean,enhanced,software_engineer,86824.0,147603.83,savings,HK,Hong Kong,HK,09:00-22:00,0,0,,
usr_000232,2025-08-29T09:36:36,retail_investor,clean,standard,retail_worker,47768.0,52514.74,family_support,TW,台南市,TW,09:00-22:00,0,0,,
usr_000233,2024-01-22T11:21:58,salary_cycle,clean,basic,teacher,41945.05,395853.3,savings,TW,新竹市,TW,09:00-22:00,1,0,mule_quick_out,kyc_volume_mismatch|late_night_activity|quick_in_out|short_dwell_time
usr_000234,2024-06-01T12:49:07,retail_investor,clean,enhanced,operations,48260.0,113986.61,investment,TW,台北市,TW,09:00-22:00,0,0,,
usr_000235,2025-03-24T21:41:20,dormant,clean,standard,retail_worker,45925.0,18048.91,freelance_income,TW,桃園市,TW,09:00-20:00,0,0,,
usr_000236,2024-05-11T07:44:36,retail_investor,clean,standard,sales,102194.0,223250.17,family_support,TW,台中市,TW,09:00-22:00,0,0,,
usr_000237,2024-05-25T11:15:22,salary_cycle,clean,standard,office_staff,88005.0,137379.15,savings,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000238,2024-08-03T11:22:16,cross_border,clean,enhanced,student,137821.0,367973.27,freelance_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000239,2024-12-26T11:53:30,retail_investor,clean,enhanced,teacher,80004.0,195807.64,freelance_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000240,2024-04-18T08:56:24,retail_investor,clean,basic,retail_worker,34661.0,74820.3,freelance_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000241,2025-09-14T19:03:06,retail_investor,clean,standard,office_staff,105431.0,244440.14,savings,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000242,2025-02-07T17:31:09,dormant,clean,standard,software_engineer,55397.0,12887.14,investment,TW,台北市,TW,09:00-20:00,0,0,,
usr_000243,2025-10-16T11:30:54,retail_investor,clean,standard,student,106931.0,194653.6,investment,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000244,2025-01-26T14:02:16,salary_cycle,clean,standard,designer,78321.0,56234.89,business_income,TW,台南市,TW,09:00-22:00,0,0,,
usr_000245,2025-11-16T15:26:48,cross_border,clean,enhanced,teacher,123956.0,166320.51,savings,TW,新北市,TW,09:00-22:00,0,0,,
usr_000246,2025-08-10T21:19:05,cross_border,clean,standard,sales,118495.0,256287.36,freelance_income,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000247,2024-05-10T07:43:27,retail_investor,clean,enhanced,driver,83856.0,91729.6,freelance_income,HK,Hong Kong,HK,09:00-22:00,0,0,,
usr_000248,2025-06-17T17:00:50,retail_investor,clean,standard,teacher,33783.0,32024.48,family_support,TW,台中市,TW,09:00-22:00,0,0,,
usr_000249,2024-04-19T11:50:18,retail_investor,clean,standard,operations,44613.0,46930.18,investment,TW,新北市,TW,09:00-22:00,0,0,,
usr_000250,2024-05-28T16:44:25,retail_investor,clean,standard,software_engineer,88646.0,157119.67,business_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000251,2024-11-15T14:54:44,retail_investor,clean,enhanced,self_employed,87287.0,206470.37,salary,TW,台中市,TW,09:00-22:00,0,0,,
usr_000252,2024-07-12T17:26:47,retail_investor,clean,standard,designer,83079.0,175782.91,family_support,TW,新北市,TW,09:00-22:00,0,0,,
usr_000253,2024-05-19T22:56:36,cross_border,clean,basic,software_engineer,117537.0,355012.03,savings,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000254,2024-10-08T14:32:25,cross_border,clean,basic,self_employed,82701.0,105531.72,salary,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000255,2024-12-19T09:47:53,retail_investor,clean,basic,student,89066.0,161198.25,investment,TW,台南市,TW,09:00-22:00,0,0,,
usr_000256,2025-10-30T11:55:49,pro_trader,grey,standard,self_employed,232364.0,3120235.62,salary,TW,台中市,TW,08:00-23:00,0,0,,
usr_000257,2025-12-31T02:27:57,salary_cycle,clean,standard,sales,74396.0,101255.77,investment,TW,台中市,TW,09:00-22:00,0,0,,
usr_000258,2024-01-09T16:53:53,retail_investor,clean,enhanced,office_staff,64602.0,126053.58,family_support,TW,新北市,TW,09:00-22:00,0,0,,
usr_000259,2024-10-11T16:57:41,retail_investor,clean,standard,freelancer,39169.0,63412.86,savings,TW,台南市,TW,09:00-22:00,0,0,,
usr_000260,2025-11-29T07:41:31,night_owl,clean,enhanced,freelancer,82784.0,165587.99,investment,TW,台南市,TW,18:00-04:00,0,0,,
usr_000261,2025-12-31T23:59:00,retail_investor,clean,enhanced,designer,29629.0,53069.7,freelance_income,TW,台南市,TW,09:00-22:00,0,0,,
usr_000262,2024-09-22T22:48:58,cross_border,clean,standard,retail_worker,136194.0,437991.46,freelance_income,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000263,2025-01-16T13:29:54,retail_investor,clean,standard,student,54272.0,112080.19,business_income,TW,台南市,TW,09:00-22:00,0,0,,
usr_000264,2025-02-28T08:08:12,salary_cycle,clean,enhanced,office_staff,47749.0,47776.35,business_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000265,2024-11-17T11:28:17,retail_investor,clean,standard,driver,48639.0,103318.96,savings,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000266,2025-02-18T14:24:00,salary_cycle,clean,basic,software_engineer,85041.0,113589.51,family_support,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000267,2025-10-04T19:44:56,pro_trader,clean,standard,office_staff,288932.0,3561180.84,investment,TW,台北市,TW,08:00-23:00,0,0,,
usr_000268,2025-04-12T22:33:21,retail_investor,clean,basic,sales,102158.0,134888.98,freelance_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000269,2024-01-21T16:08:13,pro_trader,clean,standard,software_engineer,376994.0,2997765.72,family_support,US,Los Angeles,US,08:00-23:00,0,0,,
usr_000270,2025-09-01T00:41:53,retail_investor,clean,standard,software_engineer,29897.0,42986.72,salary,TW,台北市,TW,09:00-22:00,0,0,,
usr_000271,2025-12-13T18:19:26,salary_cycle,clean,standard,self_employed,59920.0,32854.98,salary,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000272,2024-10-17T07:31:12,salary_cycle,clean,enhanced,teacher,80922.0,45688.26,savings,TW,新北市,TW,09:00-22:00,0,0,,
usr_000273,2024-08-01T21:21:15,cross_border,clean,standard,software_engineer,76433.0,154640.79,salary,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000274,2024-03-18T18:57:16,night_owl,clean,standard,self_employed,84737.0,135902.38,savings,GB,London,GB,18:00-04:00,0,0,,
usr_000275,2025-01-04T20:27:47,retail_investor,clean,basic,student,31564.0,30606.83,salary,TW,台中市,TW,09:00-22:00,0,0,,
usr_000276,2025-09-29T16:05:23,retail_investor,clean,basic,office_staff,43139.0,83159.2,savings,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000277,2025-10-27T19:07:08,salary_cycle,clean,standard,software_engineer,64919.0,47144.16,savings,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000278,2025-01-03T17:43:56,night_owl,clean,standard,retail_worker,61632.0,118528.86,business_income,TW,高雄市,TW,18:00-04:00,0,0,,
usr_000279,2025-11-17T22:33:44,night_owl,clean,standard,teacher,58880.0,50893.59,salary,TW,新竹市,TW,18:00-04:00,0,0,,
usr_000280,2024-01-13T12:32:54,salary_cycle,clean,standard,designer,78496.0,95102.2,business_income,TW,台北市,TW,09:00-22:00,0,0,,
usr_000281,2025-07-18T14:52:15,retail_investor,clean,standard,student,89441.0,120305.08,business_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000282,2024-04-16T11:35:35,retail_investor,clean,basic,software_engineer,90333.0,140920.91,salary,TW,台北市,TW,09:00-22:00,0,0,,
usr_000283,2024-02-26T21:21:35,night_owl,clean,standard,teacher,66853.0,72842.48,family_support,SG,Singapore,SG,18:00-04:00,0,0,,
usr_000284,2025-10-11T02:35:33,cross_border,grey,standard,office_staff,64945.0,92488.51,freelance_income,TW,台南市,TW,09:00-22:00,0,0,,
usr_000285,2024-09-18T12:07:59,night_owl,clean,standard,sales,62271.0,62061.08,savings,TW,新北市,TW,18:00-04:00,0,0,,
usr_000286,2025-04-07T15:32:08,cross_border,grey,basic,designer,64125.0,188620.06,salary,TW,新北市,TW,09:00-22:00,0,0,,
usr_000287,2025-12-10T16:52:08,salary_cycle,clean,standard,student,63364.0,89126.49,business_income,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000288,2024-10-08T13:18:28,salary_cycle,clean,standard,retail_worker,60209.0,54332.46,savings,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000289,2024-08-11T15:45:18,cross_border,clean,standard,self_employed,121802.0,387284.97,investment,AE,Dubai,AE,09:00-22:00,0,0,,
usr_000290,2024-12-27T15:36:42,pro_trader,clean,standard,sales,213225.0,2034769.46,freelance_income,TW,新北市,TW,08:00-23:00,0,0,,
usr_000291,2024-02-25T19:17:48,cross_border,clean,standard,retail_worker,105363.0,322316.06,investment,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000292,2025-01-03T18:39:55,retail_investor,clean,standard,self_employed,33130.0,65398.99,freelance_income,TW,台北市,TW,09:00-22:00,0,0,,
usr_000293,2025-12-11T21:24:26,cross_border,grey,standard,self_employed,123566.0,258801.49,investment,TW,台中市,TW,09:00-22:00,0,0,,
usr_000294,2024-08-19T23:45:41,retail_investor,clean,enhanced,office_staff,57943.0,66359.12,family_support,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000295,2024-06-27T18:24:02,dormant,clean,basic,sales,32681.0,8075.11,investment,TW,桃園市,TW,09:00-20:00,0,0,,
usr_000296,2024-02-11T09:38:03,retail_investor,clean,basic,self_employed,101544.0,227278.23,family_support,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000297,2024-07-08T17:32:10,salary_cycle,clean,basic,sales,72530.0,76895.74,family_support,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000298,2024-08-12T04:33:30,retail_investor,clean,standard,operations,53992.0,124277.41,freelance_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000299,2024-02-11T20:24:58,dormant,clean,standard,student,49207.0,10834.1,business_income,HK,Hong Kong,HK,09:00-20:00,0,0,,
usr_000300,2025-05-14T08:20:32,retail_investor,clean,standard,student,92746.0,203817.26,salary,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000301,2024-04-17T17:44:56,salary_cycle,clean,enhanced,sales,48813.0,58790.48,freelance_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000302,2024-02-26T09:35:04,dormant,clean,standard,teacher,30076.0,3364.8,savings,TW,新北市,TW,09:00-20:00,0,0,,
usr_000303,2025-07-02T07:48:47,retail_investor,clean,standard,teacher,107603.0,160066.09,salary,TW,新北市,TW,09:00-22:00,0,0,,
usr_000304,2024-10-16T21:24:25,retail_investor,clean,enhanced,self_employed,90907.0,89127.99,salary,TW,新北市,TW,09:00-22:00,0,0,,
usr_000305,2025-10-12T09:00:35,salary_cycle,clean,enhanced,operations,43937.0,56946.95,savings,TW,台中市,TW,09:00-22:00,0,0,,
usr_000306,2024-12-19T16:54:32,retail_investor,clean,standard,retail_worker,103204.0,151703.57,savings,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000307,2025-07-17T15:04:18,salary_cycle,clean,standard,self_employed,51563.0,32649.25,salary,TW,台北市,TW,09:00-22:00,0,0,,
usr_000308,2024-04-13T11:57:12,retail_investor,clean,standard,office_staff,101099.0,164611.79,business_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000309,2025-03-15T09:15:50,salary_cycle,clean,basic,driver,55032.0,67807.67,freelance_income,TW,台南市,TW,09:00-22:00,0,0,,
usr_000310,2025-04-02T13:31:35,retail_investor,clean,standard,student,72118.0,74160.38,savings,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000311,2024-03-19T22:40:01,cross_border,clean,standard,teacher,68350.0,222136.35,family_support,TW,新北市,TW,09:00-22:00,0,0,,
usr_000312,2025-01-10T17:37:46,night_owl,clean,enhanced,freelancer,66149.0,77054.51,savings,TW,桃園市,TW,18:00-04:00,0,0,,
usr_000313,2025-12-02T08:28:10,retail_investor,clean,standard,retail_worker,90820.0,74291.29,family_support,GB,London,GB,09:00-22:00,0,0,,
usr_000314,2024-03-06T12:02:42,dormant,clean,basic,driver,51686.0,29439.71,family_support,TW,新竹市,TW,09:00-20:00,0,0,,
usr_000315,2025-12-22T02:53:47,retail_investor,clean,basic,freelancer,84591.0,194444.12,family_support,TW,新北市,TW,09:00-22:00,0,0,,
usr_000316,2025-01-21T01:33:25,retail_investor,clean,standard,office_staff,74613.0,106025.41,investment,TW,台中市,TW,09:00-22:00,0,0,,
usr_000317,2025-06-11T12:09:11,night_owl,clean,basic,retail_worker,30432.0,45726.26,investment,TW,新北市,TW,18:00-04:00,0,0,,
usr_000318,2025-05-06T12:41:53,dormant,clean,standard,sales,47172.0,23849.52,salary,TW,宜蘭縣,TW,09:00-20:00,0,0,,
usr_000319,2024-02-28T08:33:25,pro_trader,grey,standard,teacher,204478.0,1120941.14,family_support,HK,Hong Kong,HK,08:00-23:00,0,0,,
usr_000320,2025-09-14T03:10:14,cross_border,clean,standard,sales,145417.0,395827.06,family_support,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000321,2025-09-03T12:24:24,salary_cycle,clean,standard,retail_worker,68476.0,49126.38,salary,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000322,2025-05-03T22:02:56,salary_cycle,clean,enhanced,operations,68053.0,83109.14,family_support,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000323,2025-06-19T17:02:44,retail_investor,clean,standard,operations,42082.0,98193.05,business_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000324,2025-08-13T08:16:30,dormant,clean,enhanced,driver,44984.0,12382.25,salary,AE,Dubai,AE,09:00-20:00,0,0,,
usr_000325,2025-06-17T08:44:51,retail_investor,clean,enhanced,office_staff,25716.0,51574.8,business_income,TW,新北市,TW,09:00-22:00,0,0,,
usr_000326,2025-09-19T16:25:48,retail_investor,clean,enhanced,driver,101725.0,125241.34,business_income,TW,台南市,TW,09:00-22:00,0,0,,
usr_000327,2024-05-22T23:07:47,pro_trader,grey,standard,driver,373629.0,2537521.57,business_income,TW,高雄市,TW,08:00-23:00,0,0,,
usr_000328,2024-06-14T16:00:51,retail_investor,clean,standard,student,91629.0,135698.29,savings,TW,台北市,TW,09:00-22:00,0,0,,
usr_000329,2025-02-15T15:18:45,retail_investor,clean,basic,teacher,59483.0,70012.05,salary,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000330,2024-10-20T17:38:32,salary_cycle,clean,enhanced,operations,63768.0,26326.78,freelance_income,GB,London,GB,09:00-22:00,0,0,,
usr_000331,2025-02-14T14:25:37,dormant,clean,basic,driver,43575.0,9570.3,family_support,TW,台中市,TW,09:00-20:00,0,0,,
usr_000332,2024-12-22T02:14:38,night_owl,clean,enhanced,driver,66018.0,79108.8,business_income,SG,Singapore,SG,18:00-04:00,0,0,,
usr_000333,2024-04-30T20:56:34,retail_investor,clean,standard,teacher,78363.0,130129.97,investment,TW,台南市,TW,09:00-22:00,0,0,,
usr_000334,2025-11-29T15:55:01,night_owl,grey,standard,designer,66907.0,98827.12,salary,TW,宜蘭縣,TW,18:00-04:00,0,0,,
usr_000335,2025-06-13T16:53:16,vpn_nomad,grey,standard,driver,68885.0,152817.47,investment,TW,台南市,TW,08:00-23:00,0,0,,
usr_000336,2024-08-12T20:11:47,dormant,clean,enhanced,self_employed,42412.0,5853.47,savings,TW,台南市,TW,09:00-20:00,0,0,,
usr_000337,2025-09-26T17:06:07,retail_investor,clean,standard,student,56726.0,129543.02,freelance_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000338,2025-09-28T15:55:17,salary_cycle,clean,enhanced,designer,85085.0,121544.54,savings,TW,台南市,TW,09:00-22:00,0,0,,
usr_000339,2025-05-30T17:43:49,retail_investor,clean,standard,retail_worker,100584.0,102396.33,business_income,TW,台北市,TW,09:00-22:00,0,0,,
usr_000340,2025-01-06T13:11:35,retail_investor,clean,standard,freelancer,26103.0,21406.91,savings,TW,台南市,TW,09:00-22:00,0,0,,
usr_000341,2025-01-09T20:28:11,pro_trader,clean,standard,teacher,299881.0,2406594.7,savings,TW,台南市,TW,08:00-23:00,0,0,,
usr_000342,2024-07-20T08:30:51,cross_border,clean,standard,software_engineer,144478.0,263077.53,savings,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000343,2024-09-14T15:03:25,retail_investor,clean,standard,student,107660.0,180751.65,freelance_income,TW,台中市,TW,09:00-22:00,0,0,,
usr_000344,2024-09-24T15:35:59,retail_investor,clean,standard,freelancer,58330.0,93918.13,investment,TW,台南市,TW,09:00-22:00,0,0,,
usr_000345,2024-10-19T16:32:31,retail_investor,clean,standard,designer,104374.0,118801.49,salary,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000346,2025-10-09T14:54:58,salary_cycle,clean,standard,student,44492.0,64153.42,salary,US,Los Angeles,US,09:00-22:00,0,0,,
usr_000347,2024-10-05T20:47:37,retail_investor,clean,standard,operations,66533.0,127086.16,business_income,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000348,2024-08-04T07:06:04,retail_investor,clean,standard,designer,28027.0,28379.24,family_support,TW,新北市,TW,09:00-22:00,0,0,,
usr_000349,2024-03-28T14:19:14,dormant,clean,basic,driver,54339.0,26218.47,freelance_income,TW,桃園市,TW,09:00-20:00,0,0,,
usr_000350,2024-11-30T21:55:34,salary_cycle,clean,basic,freelancer,43603.0,45002.26,family_support,TW,台南市,TW,09:00-22:00,0,0,,
usr_000351,2025-06-21T15:19:58,night_owl,grey,standard,office_staff,75719.0,117743.24,business_income,TW,高雄市,TW,18:00-04:00,0,0,,
usr_000352,2024-01-02T17:54:08,cross_border,clean,standard,office_staff,107915.0,205912.27,investment,TW,台北市,TW,09:00-22:00,0,0,,
usr_000353,2024-10-27T17:00:35,dormant,clean,standard,office_staff,52239.0,29957.96,savings,TW,高雄市,TW,09:00-20:00,0,0,,
usr_000354,2024-09-27T08:33:48,retail_investor,clean,standard,teacher,46400.0,93514.31,freelance_income,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000355,2024-05-20T16:29:39,retail_investor,clean,standard,designer,94722.0,206017.95,investment,TW,桃園市,TW,09:00-22:00,0,0,,
usr_000356,2024-10-16T16:28:46,retail_investor,clean,enhanced,software_engineer,27542.0,29157.44,savings,TW,新北市,TW,09:00-22:00,0,0,,
usr_000357,2025-04-20T18:21:05,retail_investor,clean,standard,retail_worker,53467.0,73851.39,salary,TW,台南市,TW,09:00-22:00,0,0,,
usr_000358,2024-01-14T08:24:49,retail_investor,clean,enhanced,designer,86623.0,96041.2,savings,TW,高雄市,TW,09:00-22:00,0,0,,
usr_000359,2024-11-27T07:47:59,retail_investor,clean,enhanced,operations,37315.0,62910.72,family_support,TW,台中市,TW,09:00-22:00,0,0,,
usr_000360,2024-04-26T14:20:00,salary_cycle,clean,enhanced,retail_worker,54583.0,34849.52,investment,TW,新竹市,TW,09:00-22:00,0,0,,
usr_000361,2025-12-06T13:49:05,retail_investor,clean,basic,driver,56862.0,46352.81,savings,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000362,2024-12-31T16:34:50,dormant,clean,enhanced,student,42178.0,23848.47,savings,TW,台北市,TW,09:00-20:00,0,0,,
usr_000363,2024-07-17T10:22:46,retail_investor,clean,enhanced,retail_worker,98184.0,210168.26,investment,TW,宜蘭縣,TW,09:00-22:00,0,0,,
usr_000364,2025-07-11T16:29:17,dormant,clean,standard,teacher,56636.0,14009.33,family_support,TW,桃園市,TW,09:00-20:00,0,0,,
usr_000365,2025-10-16T16:11:56,salary_cycle,clean,standard,software_engineer,64450.0,48647.32,family_support,TW,台北市,TW,09:00-22:00,1,1,shared_device_ring,quick_in_out|shared_bank_account|shared_device|shared_ip
usr_000366,2024-07-14T14:49:35,dormant,clean,basic,retail_worker,35649.0,9281.11,family_support,US,Los Angeles,US,09:00-20:00,0,0,,
usr_000367,2024-07-02T19:06:31,salary_cycle,clean,standard,driver,56104.0,29878.58,salary,TW,桃園市,TW,09:00-22:00,0,0,,
