device_id,device_type,os_family,app_channel,device_fingerprint,first_seen_at,shared_group_id
dev_000245,mobile,iOS,app,f75bcefcd42a79f2969efb3292d0d7aa876d7fe0,2025-12-19T09:16:24,
dev_000246,mobile,Android,app,8b76e83eb1d8471756c11acb2fd3e832b4a3608d,2025-12-18T07:23:58,
dev_000247,mobile,Windows,app,c2c4dc9de94ba83997010416b7d0b214113b228d,2025-12-26T17:25:30,
dev_000248,desktop,Android,app,242b9dfb08fb324ed487b69d8d3c61084e84ddb3,2025-12-28T18:58:46,
dev_000249,mobile,iOS,app,c26b9627c451a428da9f8d89963fad426edc8361,2025-12-27T18:27:43,
dev_000250,mobile,Windows,app,23e0ff47ef14a332861f1395e25138a9181e084c,2025-11-25T14:10:23,
dev_000251,mobile,iOS,app,5bc2f2a876b70b5b8d7c50cc3e54cd2760afbb0d,2025-12-03T11:06:27,
dev_000252,mobile,iOS,app,5c3f2174395a6eede1da26710bd15d509de97e67,2025-12-01T20:14:30,
dev_000253,desktop,Windows,app,5f56465ff8bfc105e7c7b0009c24b68a7f911912,2025-12-16T07:50:01,
dev_000254,mobile,iOS,app,2482ae9ae6a292e9b20839083dafcb6c194642bf,2025-12-04T21:01:39,
dev_000255,mobile,iOS,app,79979fd5c5c320977af5536a95e8f7e73e545d82,2025-12-19T14:23:21,
dev_000256,desktop,iOS,app,b928bd5d25e3caf3152ccc6f13a0963ac74af926,2025-12-13T14:48:12,
dev_000257,mobile,iOS,app,5e50ef0bdea87de280a364d359d1917fbfecfac2,2025-12-02T15:44:00,
dev_000258,mobile,Windows,app,c18365046be89bc9046439dbe18881a7aae7d1dc,2025-12-09T12:14:02,
dev_000259,desktop,Windows,web,f1957267dbcc6f39e8091670e77595363712c458,2025-12-08T23:38:35,
dev_000260,mobile,Windows,web,977041adcb9e78407be90c87b47be1849e5b319f,2025-12-30T12:04:27,
dev_000261,desktop,iOS,app,c95444f1255bec2bdd379a319ba85d024db24557,2025-11-22T14:24:01,
dev_000262,mobile,Android,app,354f4032b62fe3dcfb1d23e521c21bd4042115bf,2025-12-26T07:06:34,
dev_000263,desktop,iOS,app,6b4303a90a0c37d722189e95fac70c12ff8c4de9,2025-12-01T13:14:58,
dev_000264,mobile,Windows,app,208ae78d369c3803147d10283d91d6e5ceaccc4c,2025-11-28T14:42:23,
dev_000265,desktop,Windows,web,c9862c6bdd48416044615ea302f0814235a20122,2026-01-01T23:59:00,
dev_000266,tablet,iOS,app,fabaaa738f2a85bdbd85be746bd5a22756e543d1,2025-11-30T14:22:20,
dev_000267,desktop,Android,web,a6fc19445bca723761dbc8aceb1ceb8fd27bf0ed,2026-01-01T23:59:00,
dev_000268,mobile,iOS,app,779a3bedd1e3525c8f11757e0bf0f337d395b802,2025-11-22T17:26:09,
dev_000269,desktop,Android,app,00eee0dbf7b51bc4051b70ab7b0bb57090d53064,2025-11-27T12:47:13,
dev_000270,desktop,macOS,app,18fa41ea65663ab5ac839a0e8f263ff6e8e491f2,2025-11-26T21:30:20,
dev_000271,tablet,Windows,web,81a2443a29294497adb52da5687f12980b4cb644,2025-12-24T17:25:46,
dev_000272,desktop,Android,app,7b2369136f999d43dfe7bd617a8b0ec0e7311214,2025-12-01T10:30:37,
dev_000273,mobile,Android,web,f19d3786bba8660ea32f7556b68cbd8fe4276d28,2025-12-06T23:41:09,
dev_000274,mobile,Android,app,a718cbdf500e2dbb733a5f1c328cc092f9a2cc82,2025-12-10T09:36:23,
dev_000275,mobile,iOS,web,7b82476339064b9edebb9da825ed289006a9d77d,2025-11-24T16:03:47,
dev_000276,mobile,Android,web,ea312df93746720527a83ca798e647b30fdd8351,2025-12-01T13:36:02,
dev_000277,desktop,Android,web,81a0c47b20c571cfaefa0b6aaa0aa62c2aadc4bb,2025-12-11T09:26:30,
dev_000278,desktop,Windows,app,bbea00890d358e6a9f33e4303ddaecde2246060c,2025-11-22T01:40:28,
dev_000279,desktop,iOS,app,fefd9825d3be7b1f4f553bb6a79d2eb978f4f133,2025-12-02T12:22:13,
dev_000280,desktop,iOS,web,c54b36f8011ffdd2b8078b53e0beebeb49f10a47,2025-12-24T18:44:31,
dev_000281,desktop,Android,app,b26d8ad591ab3db30aef64de1b53fd274d2a8a7b,2025-12-23T22:59:34,
dev_000282,mobile,Windows,app,ce57a2596da62e9e9798af6e1977df6b7ffcca95,2025-12-18T18:57:58,
dev_000283,mobile,Windows,web,1dce9308aa76290d528052951d8191f7c01a364e,2025-12-30T12:36:27,
dev_000284,mobile,macOS,app,880e78885ea5176b7acb0e373a941f26db9fb855,2025-12-26T23:49:51,
dev_000285,mobile,iOS,app,b11bc4baddc8080be3a5c606a47b086a9dd43586,2025-12-29T18:29:59,
dev_000286,mobile,Android,app,42e4d2d84102fd5f15fc1503b8bc532f0fe55505,2025-12-31T11:10:33,
dev_000287,mobile,Android,app,ab63f5b8f5cf2c37a6f240fc0126df51f0438267,2025-12-03T17:56:45,
dev_000288,desktop,iOS,web,75c14253fe31ad5b69991919be83314484825ccc,2025-12-23T14:27:38,
dev_000289,desktop,Windows,app,8e9899f74ad07ce369733f52af4af42c0056da2f,2025-12-28T19:35:04,
dev_000290,mobile,iOS,app,3d35c3472ea14fd48f00696f8e46ec31c1a2c298,2025-12-28T03:18:08,
dev_000291,mobile,Android,web,df7f0991308aed42f565cd8f9a440fcf529c0548,2025-12-18T20:20:48,
dev_000292,mobile,Windows,web,4e3cd3b44b13d2c924019a7db5949e05a7ebe762,2025-12-16T12:59:08,
dev_000293,desktop,iOS,app,c77687556a1582cff32ba3417fba400890899873,2025-12-05T08:29:52,
dev_000294,mobile,iOS,app,b7ec0a0d7244924975820f2cf93e624b51d24bc6,2025-11-23T19:17:01,
dev_000295,mobile,iOS,app,39c417053ece3951023193fce0e842a26312e6ee,2025-11-29T11:57:02,
dev_000296,mobile,Windows,app,c3de28b111fdcc56d4cf176e3a17bdd5dabff909,2025-12-17T11:14:46,
dev_000297,mobile,iOS,app,624818680de8f8de14a553a93ec1b2f25c621cc5,2025-11-22T10:47:19,
dev_000298,mobile,Android,app,77c9c9eb810919ea8ca88a1877993731e31bd3b0,2025-12-23T14:00:52,
dev_000299,desktop,Windows,web,6b131b6e8fd2072af54899aba452ec21d4cf16cd,2025-12-30T13:43:33,
dev_000300,desktop,Android,web,e33fdf4465516e4878a137c388ada99970f1cee7,2025-12-14T11:31:59,
dev_000301,mobile,Android,app,2c55ad736cdabebd5165b0b39455b22a97254f72,2026-01-01T14:57:06,
dev_000302,mobile,iOS,web,560578e49ca265fcc83907b18a30e26a4c0bfeeb,2025-12-07T13:08:39,
dev_000303,desktop,iOS,app,02f51430d72b2a4f3bcec39a0cf10b15af10f6f4,2025-12-21T22:29:53,
dev_000304,mobile,iOS,app,6a9bfeead04cb9529a874a20808e5547c54ce491,2025-12-17T07:19:25,
dev_000305,mobile,Windows,app,bba40f79abd6c8de9020eb1e37de9c155f23a14b,2025-12-31T08:40:01,
dev_000306,desktop,Android,app,06fd6fd50c5d2ff1dbcb5b1537800655f714d2c1,2025-12-14T03:56:46,
dev_000307,desktop,Android,app,64254f219b20961bcb8c1cc25f8f456775a3e5c3,2025-12-25T11:11:41,
dev_000308,mobile,iOS,web,4504fb71f73332181f8625caa15cebf0352cb7dd,2025-11-26T13:38:40,
dev_000309,mobile,iOS,app,a7e014926e128f1fa2b763e6aca84cb4bee505e2,2025-12-27T13:31:28,
dev_000310,desktop,Android,app,7b6411c010d0c2919ded71962233e6615b4f622d,2025-12-14T15:54:08,
dev_000311,mobile,iOS,web,98d12356633c1b6f57645e37b99457b33ddcc604,2025-12-11T10:14:03,
dev_000312,mobile,iOS,web,02f4a8ce83ac79ae787cf1ba5a7beb4371167963,2025-11-25T09:59:48,
dev_000313,mobile,iOS,app,51838f55558e6cd15fd3950fd45bb27a6244e452,2025-11-30T14:35:08,
dev_000314,mobile,Android,web,1816cf38c135538a2458da97f9a24706369f70fc,2025-12-07T15:00:14,
dev_000315,mobile,iOS,app,69ebf5892fe4ff5f239ffab08ef4f9bcc9ee939f,2025-12-27T16:15:33,
dev_000316,desktop,iOS,app,49b2ab17aabbf0e31aea13e79dd3b2683e3bcb56,2025-12-11T18:03:17,
dev_000317,desktop,macOS,app,3458619aef9e8ae001582b5cf3f93b5de62f9788,2025-12-28T22:16:10,
dev_000318,mobile,Windows,web,29bf335a52157b3e550a89c6d54eda9ef1f40cc1,2025-11-27T04:18:21,
dev_000319,mobile,Android,app,21de355c6b294c64f4c82cc9f193ceeb3068c601,2025-12-03T07:14:07,
dev_000320,mobile,Windows,app,6f05cb4440edde32d20a68e3bd4ed34cc2a09841,2025-12-08T00:43:54,
dev_000321,mobile,Windows,app,bebba565157103f277ef463ebf8758e2e3a0483d,2025-12-29T19:24:53,
dev_000322,mobile,Android,app,f4b8a4ed27ee00b922c8a1197b987118a1b0c3be,2025-12-15T15:14:28,
dev_000323,desktop,iOS,web,a951ac309ca687789379b5d6010b65a9b29a9135,2025-12-29T22:16:50,
dev_000324,mobile,macOS,web,d217ab58affa4b36699c82a8f735d5504acf7df3,2025-12-29T11:46:02,
