edge_id,occurred_at,src_type,src_id,relation_type,dst_type,dst_id,amount_twd_equiv,asset,scenario_id
edge_001087,2026-01-03T13:19:41,user,usr_000029,LOGGED_IN_FROM_IP,ip,ip::215.244.199.70,,,
edge_003351,2026-01-03T13:30:15,user,usr_000174,LOGGED_IN_FROM_IP,ip,ip::69.203.182.47,,,
edge_004300,2026-01-03T13:31:34,user,usr_000043,FIAT_WITHDRAW_TO,bank_account,bank_000059,100.0,TWD,
edge_001930,2026-01-03T13:32:00,user,usr_000082,LOGGED_IN_FROM_IP,ip,ip::33.105.40.187,,,
edge_001106,2026-01-03T13:35:08,user,usr_000030,LOGGED_IN_FROM_IP,ip,ip::134.100.251.218,,,
edge_004551,2026-01-03T13:36:53,user,usr_000098,FIAT_WITHDRAW_TO,bank_account,bank_000142,100.0,TWD,
edge_001048,2026-01-03T13:44:20,user,usr_000026,LOGGED_IN_FROM_IP,ip,ip::105.79.222.105,,,
edge_003169,2026-01-03T14:18:15,user,usr_000164,LOGGED_IN_FROM_IP,ip,ip::39.153.217.106,,,
edge_004974,2026-01-03T14:19:11,bank_account,bank_000264,FIAT_DEPOSIT_TO,user,usr_000187,36563.38,TWD,
edge_004336,2026-01-03T14:28:08,user,usr_000052,FIAT_WITHDRAW_TO,bank_account,bank_000071,2227.32,TWD,
edge_004337,2026-01-03T14:40:46,bank_account,bank_000071,FIAT_DEPOSIT_TO,user,usr_000052,8344.95,TWD,
edge_002920,2026-01-03T14:41:08,user,usr_000145,LOGGED_IN_FROM_IP,ip,ip::90.140.76.245,,,
edge_001490,2026-01-03T14:46:17,user,usr_000054,LOGGED_IN_FROM_IP,ip,ip::116.226.175.85,,,
edge_002259,2026-01-03T14:53:40,user,usr_000102,LOGGED_IN_FROM_IP,ip,ip::95.146.87.147,,,
edge_000864,2026-01-03T15:01:39,user,usr_000013,LOGGED_IN_FROM_IP,ip,ip::162.30.164.95,,,
edge_004095,2026-01-03T15:03:04,bank_account,bank_000002,FIAT_DEPOSIT_TO,user,usr_000001,4232.03,TWD,
edge_003505,2026-01-03T15:07:07,user,usr_000184,LOGGED_IN_FROM_IP,ip,ip::158.100.239.204,,,
edge_004340,2026-01-03T15:18:09,bank_account,bank_000073,FIAT_DEPOSIT_TO,user,usr_000053,4394.52,TWD,
edge_004873,2026-01-03T15:19:33,bank_account,bank_000231,FIAT_DEPOSIT_TO,user,usr_000165,19200.23,TWD,
edge_000679,2026-01-03T15:23:22,user,usr_000004,LOGGED_IN_FROM_IP,ip,ip::19.87.87.10,,,
edge_003275,2026-01-03T15:23:37,user,usr_000169,LOGGED_IN_FROM_IP,ip,ip::222.113.41.186,,,
edge_000829,2026-01-03T15:26:46,user,usr_000010,LOGGED_IN_FROM_IP,ip,ip::154.165.127.251,,,
edge_001292,2026-01-03T15:28:43,user,usr_000041,LOGGED_IN_FROM_IP,ip,ip::193.215.195.155,,,
edge_004508,2026-01-03T15:29:54,user,usr_000090,FIAT_WITHDRAW_TO,bank_account,bank_000128,100.0,TWD,
edge_000804,2026-01-03T15:34:47,user,usr_000009,LOGGED_IN_FROM_IP,ip,ip::196.91.46.164,,,
edge_002032,2026-01-03T15:38:43,user,usr_000089,LOGGED_IN_FROM_IP,ip,ip::190.190.143.68,,,
edge_001947,2026-01-03T16:04:52,user,usr_000083,LOGGED_IN_FROM_IP,ip,ip::139.128.139.108,,,
edge_001589,2026-01-03T16:07:56,user,usr_000062,LOGGED_IN_FROM_IP,ip,ip::74.224.232.27,,,
edge_004698,2026-01-03T16:10:28,bank_account,bank_000179,FIAT_DEPOSIT_TO,user,usr_000126,1694.13,TWD,
edge_002735,2026-01-03T16:10:31,user,usr_000131,LOGGED_IN_FROM_IP,ip,ip::158.47.107.162,,,
edge_004931,2026-01-03T16:29:20,bank_account,bank_000248,FIAT_DEPOSIT_TO,user,usr_000177,12667.66,TWD,
edge_003565,2026-01-03T16:33:20,user,usr_000188,LOGGED_IN_FROM_IP,ip,ip::37.192.128.5,,,
edge_002715,2026-01-03T16:45:14,user,usr_000130,LOGGED_IN_FROM_IP,ip,ip::156.122.216.130,,,
edge_000703,2026-01-03T16:45:38,user,usr_000005,LOGGED_IN_FROM_IP,ip,ip::211.16.168.139,,,
edge_000632,2026-01-03T16:48:46,user,usr_000002,LOGGED_IN_FROM_IP,ip,ip::118.63.77.25,,,
edge_003868,2026-01-03T16:50:33,user,usr_000056,CRYPTO_WITHDRAW_TO,wallet,wal_000693,2778.25,USDT,
edge_003352,2026-01-03T16:52:28,user,usr_000174,LOGGED_IN_FROM_IP,ip,ip::69.203.150.234,,,
edge_002579,2026-01-03T16:57:20,user,usr_000121,LOGGED_IN_FROM_IP,ip,ip::27.40.106.244,,,
edge_003909,2026-01-03T17:16:56,wallet,wal_000734,CRYPTO_DEPOSIT_TO,user,usr_000089,17189.57,USDT,
edge_002921,2026-01-03T17:44:50,user,usr_000145,LOGGED_IN_FROM_IP,ip,ip::90.140.9.62,,,
edge_002391,2026-01-03T17:48:15,user,usr_000109,LOGGED_IN_FROM_IP,ip,ip::157.145.208.221,,,
edge_001237,2026-01-03T17:52:11,user,usr_000038,LOGGED_IN_FROM_IP,ip,ip::107.31.97.215,,,
edge_003333,2026-01-03T17:52:21,user,usr_000173,LOGGED_IN_FROM_IP,ip,ip::71.146.162.138,,,
edge_004047,2026-01-03T17:53:53,wallet,wal_000872,CRYPTO_DEPOSIT_TO,user,usr_000182,4240.59,BTC,
edge_004900,2026-01-03T17:55:10,bank_account,bank_000240,FIAT_DEPOSIT_TO,user,usr_000172,42436.37,TWD,
edge_004660,2026-01-03T18:05:51,bank_account,bank_000171,FIAT_DEPOSIT_TO,user,usr_000119,3935.85,TWD,
edge_004675,2026-01-03T18:22:13,bank_account,bank_000173,FIAT_DEPOSIT_TO,user,usr_000121,1664.74,TWD,
edge_000960,2026-01-03T18:32:34,user,usr_000020,LOGGED_IN_FROM_IP,ip,ip::169.161.130.240,,,
edge_001543,2026-01-03T18:42:57,user,usr_000058,LOGGED_IN_FROM_IP,ip,ip::21.20.5.113,,,
edge_001388,2026-01-03T18:47:23,user,usr_000048,LOGGED_IN_FROM_IP,ip,ip::3.97.225.14,,,
edge_004756,2026-01-03T18:48:15,user,usr_000139,FIAT_WITHDRAW_TO,bank_account,bank_000195,914.02,TWD,
edge_004096,2026-01-03T18:51:56,bank_account,bank_000001,FIAT_DEPOSIT_TO,user,usr_000001,10634.62,TWD,
edge_002930,2026-01-03T19:02:54,user,usr_000146,LOGGED_IN_FROM_IP,ip,ip::168.131.154.144,,,
edge_001009,2026-01-03T19:05:39,user,usr_000023,LOGGED_IN_FROM_IP,ip,ip::76.72.223.72,,,
edge_003935,2026-01-03T19:07:48,wallet,wal_000760,CRYPTO_DEPOSIT_TO,user,usr_000101,5654.56,USDT,
edge_004537,2026-01-03T19:10:23,bank_account,bank_000135,FIAT_DEPOSIT_TO,user,usr_000095,6362.28,TWD,
edge_000680,2026-01-03T19:19:53,user,usr_000004,LOGGED_IN_FROM_IP,ip,ip::19.87.158.14,,,
edge_004293,2026-01-03T19:31:37,bank_account,bank_000058,FIAT_DEPOSIT_TO,user,usr_000042,6044.87,TWD,
edge_003963,2026-01-03T19:34:40,user,usr_000129,CRYPTO_WITHDRAW_TO,wallet,wal_000788,337944.54,ETH,
edge_004440,2026-01-03T19:39:07,user,usr_000072,FIAT_WITHDRAW_TO,bank_account,bank_000103,2245.37,TWD,
edge_001175,2026-01-03T20:03:29,user,usr_000034,LOGGED_IN_FROM_IP,ip,ip::103.124.100.224,,,
edge_004700,2026-01-03T20:53:43,bank_account,bank_000183,FIAT_DEPOSIT_TO,user,usr_000128,157185.78,TWD,
edge_002170,2026-01-03T20:57:13,user,usr_000096,LOGGED_IN_FROM_IP,ip,ip::34.194.48.26,,,
edge_002171,2026-01-03T21:00:54,user,usr_000096,LOGGED_IN_FROM_IP,ip,ip::34.194.129.156,,,
edge_004256,2026-01-03T21:23:26,user,usr_000034,FIAT_WITHDRAW_TO,bank_account,bank_000046,1401.48,TWD,
edge_000785,2026-01-03T21:41:01,user,usr_000008,LOGGED_IN_FROM_IP,ip,ip::185.58.234.213,,,
edge_002137,2026-01-03T21:42:35,user,usr_000094,LOGGED_IN_FROM_IP,ip,ip::170.217.29.36,,,
edge_001894,2026-01-03T21:50:23,user,usr_000080,LOGGED_IN_FROM_IP,ip,ip::214.250.124.224,,,
edge_002688,2026-01-03T22:02:22,user,usr_000129,LOGGED_IN_FROM_IP,ip,ip::89.65.203.62,,,
edge_001258,2026-01-03T22:20:07,user,usr_000039,LOGGED_IN_FROM_IP,ip,ip::138.112.83.245,,,
edge_003471,2026-01-03T22:23:06,user,usr_000182,LOGGED_IN_FROM_IP,ip,ip::201.166.197.92,,,
edge_004252,2026-01-03T22:27:28,bank_account,bank_000044,FIAT_DEPOSIT_TO,user,usr_000033,11224.67,TWD,
edge_000865,2026-01-03T22:33:18,user,usr_000013,LOGGED_IN_FROM_IP,ip,ip::162.30.162.15,,,
edge_001146,2026-01-03T22:40:49,user,usr_000032,LOGGED_IN_FROM_IP,ip,ip::202.164.149.58,,,
edge_004154,2026-01-03T22:42:22,bank_account,bank_000014,FIAT_DEPOSIT_TO,user,usr_000010,6256.47,TWD,
edge_001915,2026-01-03T23:11:02,user,usr_000081,LOGGED_IN_FROM_IP,ip,ip::16.203.36.152,,,
edge_003917,2026-01-03T23:11:37,wallet,wal_000742,CRYPTO_DEPOSIT_TO,user,usr_000091,17885.96,USDT,
edge_003235,2026-01-03T23:19:13,user,usr_000166,LOGGED_IN_FROM_IP,ip,ip::173.20.105.90,,,
edge_003543,2026-01-03T23:26:00,user,usr_000187,LOGGED_IN_FROM_IP,ip,ip::205.149.199.30,,,
edge_002295,2026-01-03T23:32:31,user,usr_000104,LOGGED_IN_FROM_IP,ip,ip::135.81.79.41,,,
edge_004216,2026-01-04T00:21:53,bank_account,bank_000031,FIAT_DEPOSIT_TO,user,usr_000023,29638.32,TWD,
edge_003092,2026-01-04T00:51:47,user,usr_000159,LOGGED_IN_FROM_IP,ip,ip::21.68.117.223,,,
edge_003628,2026-01-04T01:00:48,user,usr_000190,LOGGED_IN_FROM_IP,ip,ip::3.50.244.110,,,
edge_001259,2026-01-04T01:29:07,user,usr_000039,LOGGED_IN_FROM_IP,ip,ip::138.112.217.240,,,
edge_003483,2026-01-04T01:39:22,user,usr_000183,LOGGED_IN_FROM_IP,ip,ip::198.233.248.163,,,
edge_004201,2026-01-04T01:42:52,bank_account,bank_000028,FIAT_DEPOSIT_TO,user,usr_000020,15685.5,TWD,
edge_001570,2026-01-04T01:50:04,user,usr_000060,LOGGED_IN_FROM_IP,ip,ip::85.210.57.183,,,
edge_001475,2026-01-04T02:03:42,user,usr_000053,LOGGED_IN_FROM_IP,ip,ip::176.27.100.64,,,
edge_002972,2026-01-04T02:22:36,user,usr_000150,LOGGED_IN_FROM_IP,ip,ip::165.252.226.76,,,
edge_001279,2026-01-04T02:28:06,user,usr_000040,LOGGED_IN_FROM_IP,ip,ip::152.13.55.250,,,
edge_000853,2026-01-04T02:35:30,user,usr_000012,LOGGED_IN_FROM_IP,ip,ip::172.191.147.198,,,
edge_004757,2026-01-04T02:42:09,bank_account,bank_000195,FIAT_DEPOSIT_TO,user,usr_000139,7437.92,TWD,
edge_004822,2026-01-04T03:08:31,user,usr_000154,FIAT_WITHDRAW_TO,bank_account,bank_000214,727.35,TWD,
edge_002993,2026-01-04T03:18:58,user,usr_000151,LOGGED_IN_FROM_IP,ip,ip::189.172.55.4,,,
edge_003745,2026-01-04T03:20:51,user,usr_000199,LOGGED_IN_FROM_IP,ip,ip::130.253.34.142,,,
edge_001766,2026-01-04T03:57:19,user,usr_000071,LOGGED_IN_FROM_IP,ip,ip::56.101.186.12,,,
edge_001514,2026-01-04T04:04:22,user,usr_000055,LOGGED_IN_FROM_IP,ip,ip::45.38.248.207,,,
edge_004207,2026-01-04T04:14:04,user,usr_000021,FIAT_WITHDRAW_TO,bank_account,bank_000029,756.2,TWD,
edge_000739,2026-01-04T04:22:47,user,usr_000007,LOGGED_IN_FROM_IP,ip,ip::221.56.107.253,,,
edge_001530,2026-01-04T04:28:08,user,usr_000056,LOGGED_IN_FROM_IP,ip,ip::60.135.58.221,,,
edge_003829,2026-01-04T04:37:08,user,usr_000023,CRYPTO_WITHDRAW_TO,wallet,wal_000654,13258.66,USDT,
edge_003016,2026-01-04T04:49:00,user,usr_000152,LOGGED_IN_FROM_IP,ip,ip::139.38.255.233,,,
edge_004782,2026-01-04T06:36:40,bank_account,bank_000204,FIAT_DEPOSIT_TO,user,usr_000145,9847.33,TWD,
edge_004603,2026-01-04T07:08:12,bank_account,bank_000156,FIAT_DEPOSIT_TO,user,usr_000107,18982.5,TWD,
edge_000980,2026-01-04T07:09:42,user,usr_000021,LOGGED_IN_FROM_IP,ip,ip::118.51.74.221,,,
edge_003629,2026-01-04T07:12:48,user,usr_000190,LOGGED_IN_FROM_IP,ip,ip::3.50.7.148,,,
edge_004946,2026-01-04T07:13:45,user,usr_000181,FIAT_WITHDRAW_TO,bank_account,bank_000253,100.0,TWD,
edge_004181,2026-01-04T07:22:44,bank_account,bank_000023,FIAT_DEPOSIT_TO,user,usr_000016,5574.05,TWD,
edge_001356,2026-01-04T07:32:53,user,usr_000046,LOGGED_IN_FROM_IP,ip,ip::158.247.246.184,,,
edge_004236,2026-01-04T07:40:41,bank_account,bank_000041,FIAT_DEPOSIT_TO,user,usr_000030,30802.01,TWD,
edge_004882,2026-01-04T07:42:58,bank_account,bank_000234,FIAT_DEPOSIT_TO,user,usr_000167,27051.97,TWD,
edge_003170,2026-01-04T07:58:47,user,usr_000164,LOGGED_IN_FROM_IP,ip,ip::39.153.251.12,,,
edge_002077,2026-01-04T08:01:25,user,usr_000091,LOGGED_IN_FROM_IP,ip,ip::58.219.52.81,,,
edge_003630,2026-01-04T08:27:53,user,usr_000190,LOGGED_IN_FROM_IP,ip,ip::3.50.139.253,,,
edge_004891,2026-01-04T08:29:49,bank_account,bank_000239,FIAT_DEPOSIT_TO,user,usr_000171,14093.49,TWD,
edge_002952,2026-01-04T08:30:48,user,usr_000148,LOGGED_IN_FROM_IP,ip,ip::167.102.183.216,,,
edge_004987,2026-01-04T08:35:36,bank_account,bank_000268,FIAT_DEPOSIT_TO,user,usr_000189,278431.46,TWD,
edge_002595,2026-01-04T08:51:38,user,usr_000123,LOGGED_IN_FROM_IP,ip,ip::174.224.84.250,,,
edge_001665,2026-01-04T09:03:56,user,usr_000066,LOGGED_IN_FROM_IP,ip,ip::88.254.105.98,,,
edge_004141,2026-01-04T09:05:23,bank_account,bank_000012,FIAT_DEPOSIT_TO,user,usr_000008,10147.43,TWD,
edge_001064,2026-01-04T09:10:42,user,usr_000027,LOGGED_IN_FROM_IP,ip,ip::222.127.212.42,,,
edge_001260,2026-01-04T09:25:46,user,usr_000039,LOGGED_IN_FROM_IP,ip,ip::138.112.88.10,,,
edge_000718,2026-01-04T09:48:52,user,usr_000006,LOGGED_IN_FROM_IP,ip,ip::94.211.173.37,,,
edge_003171,2026-01-04T09:57:47,user,usr_000164,LOGGED_IN_FROM_IP,ip,ip::39.153.21.110,,,
edge_002092,2026-01-04T10:06:10,user,usr_000092,LOGGED_IN_FROM_IP,ip,ip::2.92.58.103,,,
edge_003353,2026-01-04T10:14:32,user,usr_000174,LOGGED_IN_FROM_IP,ip,ip::69.203.8.90,,,
edge_004651,2026-01-04T10:32:21,bank_account,bank_000169,FIAT_DEPOSIT_TO,user,usr_000117,7556.09,TWD,
edge_001357,2026-01-04T10:32:32,user,usr_000046,LOGGED_IN_FROM_IP,ip,ip::146.217.79.227,,,
edge_002229,2026-01-04T10:45:53,user,usr_000099,LOGGED_IN_FROM_IP,ip,ip::131.58.15.130,,,
edge_001822,2026-01-04T11:19:15,user,usr_000075,LOGGED_IN_FROM_IP,ip,ip::149.186.226.125,,,
edge_001261,2026-01-04T11:28:08,user,usr_000039,LOGGED_IN_FROM_IP,ip,ip::138.112.224.239,,,
edge_002807,2026-01-04T11:30:29,user,usr_000136,LOGGED_IN_FROM_IP,ip,ip::15.145.115.58,,,
edge_001306,2026-01-04T11:31:57,user,usr_000042,LOGGED_IN_FROM_IP,ip,ip::52.10.145.173,,,
edge_001692,2026-01-04T11:33:33,user,usr_000067,LOGGED_IN_FROM_IP,ip,ip::170.77.60.104,,,
edge_003134,2026-01-04T11:34:10,user,usr_000162,LOGGED_IN_FROM_IP,ip,ip::129.148.96.196,,,
edge_003334,2026-01-04T11:40:08,user,usr_000173,LOGGED_IN_FROM_IP,ip,ip::71.146.250.27,,,
edge_003817,2026-01-04T11:50:14,wallet,wal_000642,CRYPTO_DEPOSIT_TO,user,usr_000014,6563.55,USDT,
edge_004239,2026-01-04T11:52:04,bank_account,bank_000042,FIAT_DEPOSIT_TO,user,usr_000031,10526.8,TWD,
edge_001666,2026-01-04T12:01:41,user,usr_000066,LOGGED_IN_FROM_IP,ip,ip::223.96.61.202,,,
edge_004783,2026-01-04T12:32:46,bank_account,bank_000204,FIAT_DEPOSIT_TO,user,usr_000145,6269.5,TWD,
edge_004565,2026-01-04T12:41:16,bank_account,bank_000145,FIAT_DEPOSIT_TO,user,usr_000101,16408.65,TWD,
edge_004376,2026-01-04T12:55:29,bank_account,bank_000086,FIAT_DEPOSIT_TO,user,usr_000062,6429.17,TWD,
edge_004130,2026-01-04T13:33:00,bank_account,bank_000009,FIAT_DEPOSIT_TO,user,usr_000006,20276.12,TWD,
edge_001916,2026-01-04T13:35:57,user,usr_000081,LOGGED_IN_FROM_IP,ip,ip::16.203.17.167,,,
edge_001342,2026-01-04T13:38:38,user,usr_000045,LOGGED_IN_FROM_IP,ip,ip::88.6.27.3,,,
edge_004807,2026-01-04T13:44:45,bank_account,bank_000211,FIAT_DEPOSIT_TO,user,usr_000151,9350.67,TWD,
edge_003854,2026-01-04T14:23:52,user,usr_000046,CRYPTO_WITHDRAW_TO,wallet,wal_000679,14896.03,USDT,
edge_003252,2026-01-04T14:29:56,user,usr_000167,LOGGED_IN_FROM_IP,ip,ip::49.60.52.234,,,
edge_000805,2026-01-04T14:37:10,user,usr_000009,LOGGED_IN_FROM_IP,ip,ip::23.185.123.223,,,
edge_001238,2026-01-04T14:38:52,user,usr_000038,LOGGED_IN_FROM_IP,ip,ip::18.82.28.85,,,
edge_001931,2026-01-04T15:05:34,user,usr_000082,LOGGED_IN_FROM_IP,ip,ip::33.105.40.24,,,
edge_003959,2026-01-04T15:10:05,wallet,wal_000784,CRYPTO_DEPOSIT_TO,user,usr_000128,272384.49,ETH,
edge_003700,2026-01-04T15:19:33,user,usr_000194,LOGGED_IN_FROM_IP,ip,ip::48.95.195.188,,,
edge_005013,2026-01-04T15:23:20,user,usr_000193,FIAT_WITHDRAW_TO,bank_account,bank_000273,100.0,TWD,
edge_003823,2026-01-04T15:29:04,wallet,wal_000648,CRYPTO_DEPOSIT_TO,user,usr_000020,19354.91,USDT,
edge_002049,2026-01-04T15:49:47,user,usr_000090,LOGGED_IN_FROM_IP,ip,ip::85.188.155.165,,,
edge_004484,2026-01-04T16:00:16,bank_account,bank_000118,FIAT_DEPOSIT_TO,user,usr_000083,17488.29,TWD,
edge_005033,2026-01-04T16:00:24,bank_account,bank_000281,FIAT_DEPOSIT_TO,user,usr_000198,5815.5,TWD,
edge_003506,2026-01-04T16:03:57,user,usr_000184,LOGGED_IN_FROM_IP,ip,ip::158.100.247.37,,,
edge_004436,2026-01-04T16:04:38,bank_account,bank_000101,FIAT_DEPOSIT_TO,user,usr_000071,31413.64,TWD,
edge_001715,2026-01-04T16:26:04,user,usr_000068,LOGGED_IN_FROM_IP,ip,ip::223.79.167.89,,,
edge_004908,2026-01-04T16:28:09,bank_account,bank_000242,FIAT_DEPOSIT_TO,user,usr_000174,840618.25,TWD,
edge_004978,2026-01-04T16:32:19,bank_account,bank_000265,FIAT_DEPOSIT_TO,user,usr_000188,23174.5,TWD,
edge_004182,2026-01-04T16:36:23,bank_account,bank_000023,FIAT_DEPOSIT_TO,user,usr_000016,7975.48,TWD,
edge_004147,2026-01-04T16:36:24,bank_account,bank_000013,FIAT_DEPOSIT_TO,user,usr_000009,38770.44,TWD,
edge_004142,2026-01-04T16:52:07,bank_account,bank_000012,FIAT_DEPOSIT_TO,user,usr_000008,10346.74,TWD,
edge_001583,2026-01-04T16:59:27,user,usr_000061,LOGGED_IN_FROM_IP,ip,ip::212.0.98.47,,,
edge_001932,2026-01-04T17:28:16,user,usr_000082,LOGGED_IN_FROM_IP,ip,ip::33.105.200.172,,,
edge_002197,2026-01-04T17:28:35,user,usr_000097,LOGGED_IN_FROM_IP,ip,ip::221.160.19.40,,,
edge_004341,2026-01-04T17:36:40,user,usr_000053,FIAT_WITHDRAW_TO,bank_account,bank_000073,222.9,TWD,
edge_001147,2026-01-04T17:38:33,user,usr_000032,LOGGED_IN_FROM_IP,ip,ip::202.164.193.86,,,
edge_002212,2026-01-04T17:44:30,user,usr_000098,LOGGED_IN_FROM_IP,ip,ip::93.45.34.175,,,
edge_004909,2026-01-04T17:46:40,bank_account,bank_000244,FIAT_DEPOSIT_TO,user,usr_000174,1158243.28,TWD,
edge_001065,2026-01-04T17:49:34,user,usr_000027,LOGGED_IN_FROM_IP,ip,ip::222.127.246.172,,,
edge_001804,2026-01-04T17:54:10,user,usr_000074,LOGGED_IN_FROM_IP,ip,ip::199.117.39.232,,,
edge_001343,2026-01-04T18:13:33,user,usr_000045,LOGGED_IN_FROM_IP,ip,ip::88.6.245.88,,,
edge_005030,2026-01-04T18:23:37,user,usr_000197,FIAT_WITHDRAW_TO,bank_account,bank_000279,588.08,TWD,
edge_000786,2026-01-04T18:31:13,user,usr_000008,LOGGED_IN_FROM_IP,ip,ip::185.58.191.233,,,
edge_003135,2026-01-04T18:36:15,user,usr_000162,LOGGED_IN_FROM_IP,ip,ip::129.148.177.77,,,
edge_003335,2026-01-04T18:43:20,user,usr_000173,LOGGED_IN_FROM_IP,ip,ip::71.146.72.106,,,
edge_003216,2026-01-04T19:02:09,user,usr_000165,LOGGED_IN_FROM_IP,ip,ip::35.198.135.106,,,
edge_004368,2026-01-04T19:26:41,bank_account,bank_000084,FIAT_DEPOSIT_TO,user,usr_000060,4402.19,TWD,
edge_001716,2026-01-04T19:28:05,user,usr_000068,LOGGED_IN_FROM_IP,ip,ip::223.79.43.82,,,
edge_004910,2026-01-04T19:40:48,user,usr_000174,FIAT_WITHDRAW_TO,bank_account,bank_000242,908811.23,TWD,
edge_002842,2026-01-04T19:46:59,user,usr_000139,LOGGED_IN_FROM_IP,ip,ip::10.70.1.177,,,
edge_002605,2026-01-04T19:52:11,user,usr_000124,LOGGED_IN_FROM_IP,ip,ip::147.70.33.67,,,
edge_002914,2026-01-04T20:16:51,user,usr_000144,LOGGED_IN_FROM_IP,ip,ip::91.135.91.140,,,
edge_004448,2026-01-04T20:37:20,bank_account,bank_000105,FIAT_DEPOSIT_TO,user,usr_000074,6595.34,TWD,
edge_001074,2026-01-04T21:13:10,user,usr_000028,LOGGED_IN_FROM_IP,ip,ip::7.98.247.199,,,
edge_004552,2026-01-04T21:28:21,bank_account,bank_000142,FIAT_DEPOSIT_TO,user,usr_000098,2892.0,TWD,
edge_000633,2026-01-04T21:41:25,user,usr_000002,LOGGED_IN_FROM_IP,ip,ip::118.63.138.221,,,
edge_002894,2026-01-04T21:50:01,user,usr_000143,LOGGED_IN_FROM_IP,ip,ip::187.31.84.200,,,
edge_003047,2026-01-04T21:59:33,user,usr_000154,LOGGED_IN_FROM_IP,ip,ip::35.244.111.126,,,
edge_001038,2026-01-04T22:14:54,user,usr_000025,LOGGED_IN_FROM_IP,ip,ip::142.75.127.119,,,
edge_001430,2026-01-04T22:27:13,user,usr_000051,LOGGED_IN_FROM_IP,ip,ip::76.116.41.187,,,
edge_003413,2026-01-04T22:32:32,user,usr_000176,LOGGED_IN_FROM_IP,ip,ip::136.21.106.182,,,
edge_004015,2026-01-04T22:33:55,wallet,wal_000840,CRYPTO_DEPOSIT_TO,user,usr_000164,304896.17,USDT,
edge_002877,2026-01-04T22:40:45,user,usr_000141,LOGGED_IN_FROM_IP,ip,ip::150.157.191.126,,,
edge_004414,2026-01-04T23:14:28,bank_account,bank_000096,FIAT_DEPOSIT_TO,user,usr_000068,2072.32,TWD,
edge_004719,2026-01-04T23:22:08,bank_account,bank_000186,FIAT_DEPOSIT_TO,user,usr_000131,4474.12,TWD,
edge_004505,2026-01-04T23:30:00,bank_account,bank_000127,FIAT_DEPOSIT_TO,user,usr_000089,5610.19,TWD,
edge_000806,2026-01-04T23:52:56,user,usr_000009,LOGGED_IN_FROM_IP,ip,ip::196.91.165.58,,,
edge_001836,2026-01-05T00:24:22,user,usr_000077,LOGGED_IN_FROM_IP,ip,ip::217.187.147.30,,,
edge_003520,2026-01-05T00:28:27,user,usr_000185,LOGGED_IN_FROM_IP,ip,ip::35.153.247.223,,,
edge_004892,2026-01-05T00:48:39,user,usr_000171,FIAT_WITHDRAW_TO,bank_account,bank_000239,3696.22,TWD,
edge_003631,2026-01-05T00:57:54,user,usr_000190,LOGGED_IN_FROM_IP,ip,ip::3.50.109.141,,,
edge_002658,2026-01-05T01:02:08,user,usr_000128,LOGGED_IN_FROM_IP,ip,ip::80.203.146.10,,,
edge_003484,2026-01-05T01:04:59,user,usr_000183,LOGGED_IN_FROM_IP,ip,ip::56.34.149.197,,,
edge_002113,2026-01-05T01:20:12,user,usr_000093,LOGGED_IN_FROM_IP,ip,ip::41.189.49.125,,,
edge_003354,2026-01-05T01:34:45,user,usr_000174,LOGGED_IN_FROM_IP,ip,ip::69.203.149.174,,,
edge_003172,2026-01-05T01:38:05,user,usr_000164,LOGGED_IN_FROM_IP,ip,ip::39.153.151.149,,,
edge_002792,2026-01-05T01:45:21,user,usr_000135,LOGGED_IN_FROM_IP,ip,ip::156.159.110.60,,,
edge_000681,2026-01-05T01:56:11,user,usr_000004,LOGGED_IN_FROM_IP,ip,ip::112.46.125.40,,,
edge_003355,2026-01-05T02:03:41,user,usr_000174,LOGGED_IN_FROM_IP,ip,ip::69.203.152.64,,,
edge_003816,2026-01-05T02:06:40,wallet,wal_000641,CRYPTO_DEPOSIT_TO,user,usr_000012,10006.46,ETH,
edge_000894,2026-01-05T02:35:12,user,usr_000016,LOGGED_IN_FROM_IP,ip,ip::207.50.42.234,,,
edge_003454,2026-01-05T02:38:15,user,usr_000179,LOGGED_IN_FROM_IP,ip,ip::163.139.44.243,,,
edge_001088,2026-01-05T02:49:44,user,usr_000029,LOGGED_IN_FROM_IP,ip,ip::50.95.55.188,,,
edge_004109,2026-01-05T02:57:46,user,usr_000003,FIAT_WITHDRAW_TO,bank_account,bank_000005,100.0,TWD,
edge_001733,2026-01-05T03:14:54,user,usr_000069,LOGGED_IN_FROM_IP,ip,ip::10.35.12.28,,,
edge_001571,2026-01-05T03:34:26,user,usr_000060,LOGGED_IN_FROM_IP,ip,ip::85.210.152.229,,,
edge_004626,2026-01-05T03:52:51,user,usr_000111,FIAT_WITHDRAW_TO,bank_account,bank_000162,256012.38,TWD,
edge_003950,2026-01-05T04:04:41,user,usr_000111,CRYPTO_WITHDRAW_TO,wallet,wal_000775,30722.02,ETH,
edge_002296,2026-01-05T04:07:43,user,usr_000104,LOGGED_IN_FROM_IP,ip,ip::135.81.199.232,,,
edge_002260,2026-01-05T04:12:01,user,usr_000102,LOGGED_IN_FROM_IP,ip,ip::95.146.76.88,,,
edge_004808,2026-01-05T04:39:14,bank_account,bank_000211,FIAT_DEPOSIT_TO,user,usr_000151,5259.44,TWD,
